Year,State,Age Group,Total Blood Donations
2023,Terengganu,17-24,3536
2023,Terengganu,25-29,606
2023,Terengganu,30-34,412
2023,Terengganu,35-39,381
2023,Terengganu,40-44,322
2023,Terengganu,45-49,188
2023,Terengganu,50-54,110
2023,Terengganu,55-59,58
2023,Terengganu,60-64,6
2023,Terengganu,other,1
2023,W.P. Kuala Lumpur,17-24,16506
2023,W.P. Kuala Lumpur,25-29,6537
2023,W.P. Kuala Lumpur,30-34,4314
2023,W.P. Kuala Lumpur,35-39,3669
2023,W.P. Kuala Lumpur,40-44,3140
2023,W.P. Kuala Lumpur,45-49,2190
2023,W.P. Kuala Lumpur,50-54,1317
2023,W.P. Kuala Lumpur,55-59,659
2023,W.P. Kuala Lumpur,60-64,58
2023,W.P. Kuala Lumpur,other,0
2024,Johor,17-24,2881
2024,Johor,25-29,1689
2024,Johor,30-34,1433
2024,Johor,35-39,1228
2024,Johor,40-44,1074
2024,Johor,45-49,715
2024,Johor,50-54,552
2024,Johor,55-59,333
2024,Johor,60-64,18
2024,Johor,other,2
2024,Kedah,17-24,2495
2024,Kedah,25-29,522
2024,Kedah,30-34,411
2024,Kedah,35-39,431
2024,Kedah,40-44,342
2024,Kedah,45-49,200
2024,Kedah,50-54,134
2024,Kedah,55-59,88
2024,Kedah,60-64,4
2024,Kedah,other,5
2024,Kelantan,17-24,2579
2024,Kelantan,25-29,610
2024,Kelantan,30-34,484
2024,Kelantan,35-39,462
2024,Kelantan,40-44,400
2024,Kelantan,45-49,226
2024,Kelantan,50-54,146
2024,Kelantan,55-59,110
2024,Kelantan,60-64,14
2024,Kelantan,other,0
2024,Melaka,17-24,2808
2024,Melaka,25-29,803
2024,Melaka,30-34,561
2024,Melaka,35-39,505
2024,Melaka,40-44,446
2024,Melaka,45-49,255
2024,Melaka,50-54,165
2024,Melaka,55-59,100
2024,Melaka,60-64,15
2024,Melaka,other,0
2024,Negeri Sembilan,17-24,1538
2024,Negeri Sembilan,25-29,604
2024,Negeri Sembilan,30-34,417
2024,Negeri Sembilan,35-39,418
2024,Negeri Sembilan,40-44,304
2024,Negeri Sembilan,45-49,189
2024,Negeri Sembilan,50-54,113
2024,Negeri Sembilan,55-59,60
2024,Negeri Sembilan,60-64,3
2024,Negeri Sembilan,other,0
2024,Pahang,17-24,2742
2024,Pahang,25-29,689
2024,Pahang,30-34,606
2024,Pahang,35-39,607
2024,Pahang,40-44,490
2024,Pahang,45-49,298
2024,Pahang,50-54,187
2024,Pahang,55-59,80
2024,Pahang,60-64,11
2024,Pahang,other,1
2024,Perak,17-24,4139
2024,Perak,25-29,1258
2024,Perak,30-34,978
2024,Perak,35-39,850
2024,Perak,40-44,789
2024,Perak,45-49,475
2024,Perak,50-54,324
2024,Perak,55-59,188
2024,Perak,60-64,10
2024,Perak,other,0
2024,Pulau Pinang,17-24,2304
2024,Pulau Pinang,25-29,1533
2024,Pulau Pinang,30-34,1077
2024,Pulau Pinang,35-39,911
2024,Pulau Pinang,40-44,766
2024,Pulau Pinang,45-49,546
2024,Pulau Pinang,50-54,355
2024,Pulau Pinang,55-59,153
2024,Pulau Pinang,60-64,8
2024,Pulau Pinang,other,0
2024,Sabah,17-24,2603
2024,Sabah,25-29,1347
2024,Sabah,30-34,1269
2024,Sabah,35-39,1206
2024,Sabah,40-44,964
2024,Sabah,45-49,606
2024,Sabah,50-54,492
2024,Sabah,55-59,275
2024,Sabah,60-64,24
2024,Sabah,other,1
2024,Sarawak,17-24,1711
2024,Sarawak,25-29,995
2024,Sarawak,30-34,963
2024,Sarawak,35-39,776
2024,Sarawak,40-44,628
2024,Sarawak,45-49,484
2024,Sarawak,50-54,339
2024,Sarawak,55-59,182
2024,Sarawak,60-64,19
2024,Sarawak,other,0
2024,Selangor,17-24,1991
2024,Selangor,25-29,1317
2024,Selangor,30-34,1013
2024,Selangor,35-39,817
2024,Selangor,40-44,655
2024,Selangor,45-49,445
2024,Selangor,50-54,285
2024,Selangor,55-59,156
2024,Selangor,60-64,5
2024,Selangor,other,1
2024,Terengganu,17-24,3171
2024,Terengganu,25-29,549
2024,Terengganu,30-34,439
2024,Terengganu,35-39,422
2024,Terengganu,40-44,342
2024,Terengganu,45-49,236
2024,Terengganu,50-54,127
2024,Terengganu,55-59,66
2024,Terengganu,60-64,8
2024,Terengganu,other,0
2024,W.P. Kuala Lumpur,17-24,13880
2024,W.P. Kuala Lumpur,25-29,6321
2024,W.P. Kuala Lumpur,30-34,4530
2024,W.P. Kuala Lumpur,35-39,3738
2024,W.P. Kuala Lumpur,40-44,3046
2024,W.P. Kuala Lumpur,45-49,2066
2024,W.P. Kuala Lumpur,50-54,1274
2024,W.P. Kuala Lumpur,55-59,684
2024,W.P. Kuala Lumpur,60-64,50
2024,W.P. Kuala Lumpur,other,1
