Date,Blood Type,Donations
2016-07-29,all,875
2016-07-30,all,1414
2016-07-31,all,2412
2016-08-01,all,725
2016-08-02,all,1445
2016-08-03,all,1746
2016-08-04,all,1478
2016-08-05,all,1119
2016-08-06,all,2728
2016-08-07,all,2931
2016-08-08,all,692
2016-08-09,all,1986
2016-08-10,all,1823
2016-08-11,all,1578
2016-08-12,all,1318
2016-08-13,all,1950
2016-08-14,all,2611
2016-08-15,all,1372
2016-08-16,all,2369
2016-08-17,all,1510
2016-08-18,all,1475
2016-08-19,all,1152
2016-08-20,all,1732
2016-08-21,all,2572
2016-08-22,all,1028
2016-08-23,all,1475
2016-08-24,all,1844
2016-08-25,all,2143
2016-08-26,all,1342
2016-08-27,all,1544
2016-08-28,all,2560
2016-08-29,all,1402
2016-08-30,all,1776
2016-08-31,all,1704
2016-09-01,all,1500
2016-09-02,all,1094
2016-09-03,all,1799
2016-09-04,all,2790
2016-09-05,all,822
2016-09-06,all,1673
2016-09-07,all,1963
2016-09-08,all,1334
2016-09-09,all,910
2016-09-10,all,1087
2016-09-11,all,2017
2016-09-12,all,187
2016-09-13,all,457
2016-09-14,all,926
2016-09-15,all,1084
2016-09-16,all,1901
2016-09-17,all,1017
2016-09-18,all,2503
2016-09-19,all,1069
2016-09-20,all,1716
2016-09-21,all,1503
2016-09-22,all,1432
2016-09-23,all,1129
2016-09-24,all,1356
2016-09-25,all,2348
2016-09-26,all,1263
2016-09-27,all,2004
2016-09-28,all,2053
2016-09-29,all,1578
2016-09-30,all,1067
2016-10-01,all,1053
2016-10-02,all,2147
2016-10-03,all,474
2016-10-04,all,2046
2016-10-05,all,1444
2016-10-06,all,1077
2016-10-07,all,751
2016-10-08,all,1600
2016-10-09,all,2574
2016-10-10,all,907
2016-10-11,all,1382
2016-10-12,all,1898
2016-10-13,all,1493
2016-10-14,all,1157
2016-10-15,all,1018
2016-10-16,all,2379
2016-10-17,all,867
2016-10-18,all,1489
2016-10-19,all,1674
2016-10-20,all,1653
2016-10-21,all,1186
2016-10-22,all,1173
2016-10-23,all,2396
2016-10-24,all,764
2016-10-25,all,1001
2016-10-26,all,1552
2016-10-27,all,879
2016-10-28,all,630
2016-10-29,all,1266
2016-10-30,all,1556
2016-10-31,all,512
2016-11-01,all,970
2016-11-02,all,1282
2016-11-03,all,1249
2016-11-04,all,665
2016-11-05,all,1387
2016-11-06,all,1985
2016-11-07,all,1058
2016-11-08,all,1302
2016-11-09,all,1867
2016-11-10,all,1310
2016-11-11,all,1347
2016-11-12,all,1222
2016-11-13,all,1999
2016-11-14,all,727
2016-11-15,all,1376
2016-11-16,all,1391
2016-11-17,all,1565
2016-11-18,all,1246
2016-11-19,all,2273
2016-11-20,all,2308
2016-11-21,all,864
2016-11-22,all,1329
2016-11-23,all,1736
2016-11-24,all,1659
2016-11-25,all,1264
2016-11-26,all,1144
2016-11-27,all,2165
2016-11-28,all,666
2016-11-29,all,931
2016-11-30,all,1279
2016-12-01,all,1435
2016-12-02,all,804
2016-12-03,all,1093
2016-12-04,all,2628
2016-12-05,all,927
2016-12-06,all,1130
2016-12-07,all,1772
2016-12-08,all,1370
2016-12-09,all,808
2016-12-10,all,1154
2016-12-11,all,1382
2016-12-12,all,506
2016-12-13,all,1040
2016-12-14,all,1316
2016-12-15,all,1341
2016-12-16,all,659
2016-12-17,all,2030
2016-12-18,all,2392
2016-12-19,all,1024
2016-12-20,all,1467
2016-12-21,all,1246
2016-12-22,all,1345
2016-12-23,all,793
2016-12-24,all,884
2016-12-25,all,1539
2016-12-26,all,715
2016-12-27,all,695
2016-12-28,all,831
2016-12-29,all,1243
2016-12-30,all,857
2016-12-31,all,901
2017-01-01,all,1307
2017-01-02,all,1006
2017-01-03,all,638
2017-01-04,all,1071
2017-01-05,all,1151
2017-01-06,all,935
2017-01-07,all,1491
2017-01-08,all,2908
2017-01-09,all,1066
2017-01-10,all,1458
2017-01-11,all,2116
2017-01-12,all,1780
2017-01-13,all,773
2017-01-14,all,1431
2017-01-15,all,2295
2017-01-16,all,1037
2017-01-17,all,1579
2017-01-18,all,2118
2017-01-19,all,1765
2017-01-20,all,1493
2017-01-21,all,1678
2017-01-22,all,2055
2017-01-23,all,1091
2017-01-24,all,1645
2017-01-25,all,2280
2017-01-26,all,1502
2017-01-27,all,973
2017-01-28,all,716
2017-01-29,all,815
2017-01-30,all,740
2017-01-31,all,836
2017-02-01,all,1242
2017-02-02,all,1217
2017-02-03,all,968
2017-02-04,all,1229
2017-02-05,all,1744
2017-02-06,all,725
2017-02-07,all,1222
2017-02-08,all,1556
2017-02-09,all,3575
2017-02-10,all,1205
2017-02-11,all,1242
2017-02-12,all,2287
2017-02-13,all,1062
2017-02-14,all,1887
2017-02-15,all,1979
2017-02-16,all,1612
2017-02-17,all,913
2017-02-18,all,1543
2017-02-19,all,2426
2017-02-20,all,966
2017-02-21,all,1884
2017-02-22,all,2265
2017-02-23,all,1598
2017-02-24,all,1002
2017-02-25,all,1715
2017-02-26,all,2364
2017-02-27,all,892
2017-02-28,all,1850
2017-03-01,all,1798
2017-03-02,all,1491
2017-03-03,all,861
2017-03-04,all,1477
2017-03-05,all,2817
2017-03-06,all,843
2017-03-07,all,1009
2017-03-08,all,1882
2017-03-09,all,1355
2017-03-10,all,778
2017-03-11,all,1751
2017-03-12,all,2797
2017-03-13,all,1216
2017-03-14,all,1505
2017-03-15,all,1576
2017-03-16,all,1784
2017-03-17,all,1078
2017-03-18,all,1408
2017-03-19,all,3079
2017-03-20,all,1095
2017-03-21,all,1352
2017-03-22,all,2044
2017-03-23,all,1524
2017-03-24,all,979
2017-03-25,all,1665
2017-03-26,all,2483
2017-03-27,all,1264
2017-03-28,all,1776
2017-03-29,all,2106
2017-03-30,all,2015
2017-03-31,all,838
2017-04-01,all,1492
2017-04-02,all,1938
2017-04-03,all,1008
2017-04-04,all,1400
2017-04-05,all,1797
2017-04-06,all,1782
2017-04-07,all,954
2017-04-08,all,1538
2017-04-09,all,2184
2017-04-10,all,881
2017-04-11,all,1742
2017-04-12,all,1840
2017-04-13,all,1373
2017-04-14,all,1002
2017-04-15,all,1545
2017-04-16,all,2930
2017-04-17,all,940
2017-04-18,all,1062
2017-04-19,all,1710
2017-04-20,all,1817
2017-04-21,all,891
2017-04-22,all,1708
2017-04-23,all,2883
2017-04-24,all,467
2017-04-25,all,1219
2017-04-26,all,1595
2017-04-27,all,1409
2017-04-28,all,968
2017-04-29,all,941
2017-04-30,all,1808
2017-05-01,all,3353
2017-05-02,all,1020
2017-05-03,all,1323
2017-05-04,all,1613
2017-05-05,all,787
2017-05-06,all,1386
2017-05-07,all,2400
2017-05-08,all,1277
2017-05-09,all,1889
2017-05-10,all,2875
2017-05-11,all,1587
2017-05-12,all,814
2017-05-13,all,1563
2017-05-14,all,2792
2017-05-15,all,1285
2017-05-16,all,1524
2017-05-17,all,1917
2017-05-18,all,1868
2017-05-19,all,1335
2017-05-20,all,2418
2017-05-21,all,3530
2017-05-22,all,1267
2017-05-23,all,1736
2017-05-24,all,1665
2017-05-25,all,1694
2017-05-26,all,1326
2017-05-27,all,284
2017-05-28,all,2108
2017-05-29,all,497
2017-05-30,all,592
2017-05-31,all,585
2017-06-01,all,705
2017-06-02,all,686
2017-06-03,all,719
2017-06-04,all,1664
2017-06-05,all,391
2017-06-06,all,802
2017-06-07,all,779
2017-06-08,all,904
2017-06-09,all,487
2017-06-10,all,914
2017-06-11,all,2311
2017-06-12,all,531
2017-06-13,all,1017
2017-06-14,all,1178
2017-06-15,all,1182
2017-06-16,all,809
2017-06-17,all,1133
2017-06-18,all,3109
2017-06-19,all,830
2017-06-20,all,1180
2017-06-21,all,880
2017-06-22,all,1007
2017-06-23,all,686
2017-06-24,all,917
2017-06-25,all,71
2017-06-26,all,24
2017-06-27,all,461
2017-06-28,all,798
2017-06-29,all,982
2017-06-30,all,849
2017-07-01,all,1376
2017-07-02,all,2470
2017-07-03,all,831
2017-07-04,all,1219
2017-07-05,all,1365
2017-07-06,all,1329
2017-07-07,all,765
2017-07-08,all,1613
2017-07-09,all,2789
2017-07-10,all,1103
2017-07-11,all,1430
2017-07-12,all,1612
2017-07-13,all,1621
2017-07-14,all,1063
2017-07-15,all,1637
2017-07-16,all,2411
2017-07-17,all,896
2017-07-18,all,1495
2017-07-19,all,2107
2017-07-20,all,1783
2017-07-21,all,1004
2017-07-22,all,1603
2017-07-23,all,3216
2017-07-24,all,1026
2017-07-25,all,2099
2017-07-26,all,1720
2017-07-27,all,1975
2017-07-28,all,1337
2017-07-29,all,1414
2017-07-30,all,2437
2017-07-31,all,746
2017-08-01,all,1354
2017-08-02,all,1776
2017-08-03,all,1744
2017-08-04,all,1081
2017-08-05,all,3141
2017-08-06,all,3853
2017-08-07,all,959
2017-08-08,all,1380
2017-08-09,all,1694
2017-08-10,all,1330
2017-08-11,all,583
2017-08-12,all,1329
2017-08-13,all,2434
2017-08-14,all,1060
2017-08-15,all,1502
2017-08-16,all,1467
2017-08-17,all,1400
2017-08-18,all,1317
2017-08-19,all,1356
2017-08-20,all,3194
2017-08-21,all,1179
2017-08-22,all,1560
2017-08-23,all,1630
2017-08-24,all,1322
2017-08-25,all,914
2017-08-26,all,1492
2017-08-27,all,2351
2017-08-28,all,914
2017-08-29,all,1130
2017-08-30,all,808
2017-08-31,all,1611
2017-09-01,all,219
2017-09-02,all,787
2017-09-03,all,1540
2017-09-04,all,335
2017-09-05,all,857
2017-09-06,all,1917
2017-09-07,all,1375
2017-09-08,all,764
2017-09-09,all,1911
2017-09-10,all,2529
2017-09-11,all,922
2017-09-12,all,1524
2017-09-13,all,1851
2017-09-14,all,1270
2017-09-15,all,856
2017-09-16,all,2256
2017-09-17,all,2233
2017-09-18,all,1110
2017-09-19,all,1343
2017-09-20,all,1561
2017-09-21,all,1302
2017-09-22,all,662
2017-09-23,all,1248
2017-09-24,all,2253
2017-09-25,all,1140
2017-09-26,all,1515
2017-09-27,all,1744
2017-09-28,all,1507
2017-09-29,all,1283
2017-09-30,all,1288
2017-10-01,all,1945
2017-10-02,all,750
2017-10-03,all,1111
2017-10-04,all,1583
2017-10-05,all,1125
2017-10-06,all,785
2017-10-07,all,1638
2017-10-08,all,2272
2017-10-09,all,1202
2017-10-10,all,1998
2017-10-11,all,2042
2017-10-12,all,1687
2017-10-13,all,883
2017-10-14,all,1281
2017-10-15,all,2587
2017-10-16,all,1035
2017-10-17,all,1122
2017-10-18,all,996
2017-10-19,all,1000
2017-10-20,all,868
2017-10-21,all,1495
2017-10-22,all,2013
2017-10-23,all,727
2017-10-24,all,1352
2017-10-25,all,1808
2017-10-26,all,1695
2017-10-27,all,1178
2017-10-28,all,1757
2017-10-29,all,2617
2017-10-30,all,601
2017-10-31,all,1109
2017-11-01,all,1467
2017-11-02,all,1403
2017-11-03,all,793
2017-11-04,all,1617
2017-11-05,all,1962
2017-11-06,all,751
2017-11-07,all,1164
2017-11-08,all,1561
2017-11-09,all,1632
2017-11-10,all,812
2017-11-11,all,2874
2017-11-12,all,2106
2017-11-13,all,814
2017-11-14,all,1597
2017-11-15,all,1180
2017-11-16,all,1340
2017-11-17,all,1109
2017-11-18,all,1328
2017-11-19,all,2197
2017-11-20,all,1001
2017-11-21,all,1456
2017-11-22,all,2153
2017-11-23,all,1955
2017-11-24,all,1097
2017-11-25,all,1275
2017-11-26,all,2461
2017-11-27,all,1074
2017-11-28,all,1733
2017-11-29,all,1592
2017-11-30,all,1418
2017-12-01,all,411
2017-12-02,all,1061
2017-12-03,all,2337
2017-12-04,all,505
2017-12-05,all,1210
2017-12-06,all,1995
2017-12-07,all,1581
2017-12-08,all,803
2017-12-09,all,1220
2017-12-10,all,2490
2017-12-11,all,975
2017-12-12,all,1398
2017-12-13,all,1785
2017-12-14,all,1141
2017-12-15,all,917
2017-12-16,all,1564
2017-12-17,all,2872
2017-12-18,all,1042
2017-12-19,all,1329
2017-12-20,all,1747
2017-12-21,all,1303
2017-12-22,all,656
2017-12-23,all,1075
2017-12-24,all,1751
2017-12-25,all,586
2017-12-26,all,762
2017-12-27,all,1018
2017-12-28,all,967
2017-12-29,all,711
2017-12-30,all,1145
2017-12-31,all,1419
2018-01-01,all,1417
2018-01-02,all,931
2018-01-03,all,1475
2018-01-04,all,1469
2018-01-05,all,819
2018-01-06,all,1271
2018-01-07,all,2730
2018-01-08,all,733
2018-01-09,all,1058
2018-01-10,all,1671
2018-01-11,all,1634
2018-01-12,all,883
2018-01-13,all,1535
2018-01-14,all,2333
2018-01-15,all,1164
2018-01-16,all,1806
2018-01-17,all,1918
2018-01-18,all,2181
2018-01-19,all,1376
2018-01-20,all,1458
2018-01-21,all,2086
2018-01-22,all,953
2018-01-23,all,1687
2018-01-24,all,1859
2018-01-25,all,1874
2018-01-26,all,1388
2018-01-27,all,1569
2018-01-28,all,2522
2018-01-29,all,821
2018-01-30,all,1619
2018-01-31,all,3376
2018-02-01,all,1079
2018-02-02,all,670
2018-02-03,all,1633
2018-02-04,all,1830
2018-02-05,all,815
2018-02-06,all,1942
2018-02-07,all,2356
2018-02-08,all,1941
2018-02-09,all,846
2018-02-10,all,1648
2018-02-11,all,2154
2018-02-12,all,1115
2018-02-13,all,2039
2018-02-14,all,1633
2018-02-15,all,1708
2018-02-16,all,394
2018-02-17,all,1010
2018-02-18,all,1442
2018-02-19,all,975
2018-02-20,all,1481
2018-02-21,all,1864
2018-02-22,all,2147
2018-02-23,all,1040
2018-02-24,all,1801
2018-02-25,all,2411
2018-02-26,all,1191
2018-02-27,all,1386
2018-02-28,all,2388
2018-03-01,all,1017
2018-03-02,all,815
2018-03-03,all,1697
2018-03-04,all,2463
2018-03-05,all,736
2018-03-06,all,1937
2018-03-07,all,1810
2018-03-08,all,1860
2018-03-09,all,896
2018-03-10,all,1704
2018-03-11,all,3219
2018-03-12,all,883
2018-03-13,all,1568
2018-03-14,all,1826
2018-03-15,all,1742
2018-03-16,all,536
2018-03-17,all,1816
2018-03-18,all,3124
2018-03-19,all,1092
2018-03-20,all,1713
2018-03-21,all,1723
2018-03-22,all,1327
2018-03-23,all,837
2018-03-24,all,1386
2018-03-25,all,3258
2018-03-26,all,1096
2018-03-27,all,1943
2018-03-28,all,1839
2018-03-29,all,1821
2018-03-30,all,1556
2018-03-31,all,1606
2018-04-01,all,1962
2018-04-02,all,1024
2018-04-03,all,1505
2018-04-04,all,1567
2018-04-05,all,2047
2018-04-06,all,826
2018-04-07,all,1849
2018-04-08,all,1979
2018-04-09,all,1139
2018-04-10,all,1879
2018-04-11,all,1774
2018-04-12,all,1789
2018-04-13,all,779
2018-04-14,all,1453
2018-04-15,all,2853
2018-04-16,all,1123
2018-04-17,all,1641
2018-04-18,all,1629
2018-04-19,all,1655
2018-04-20,all,1103
2018-04-21,all,1889
2018-04-22,all,2569
2018-04-23,all,1339
2018-04-24,all,1462
2018-04-25,all,1617
2018-04-26,all,1572
2018-04-27,all,1048
2018-04-28,all,1225
2018-04-29,all,2586
2018-04-30,all,821
2018-05-01,all,4193
2018-05-02,all,1464
2018-05-03,all,1815
2018-05-04,all,1205
2018-05-05,all,1770
2018-05-06,all,2578
2018-05-07,all,1758
2018-05-08,all,988
2018-05-09,all,50
2018-05-10,all,324
2018-05-11,all,1154
2018-05-12,all,2377
2018-05-13,all,3446
2018-05-14,all,1592
2018-05-15,all,2485
2018-05-16,all,2136
2018-05-17,all,263
2018-05-18,all,543
2018-05-19,all,955
2018-05-20,all,2110
2018-05-21,all,532
2018-05-22,all,755
2018-05-23,all,1075
2018-05-24,all,1317
2018-05-25,all,742
2018-05-26,all,1350
2018-05-27,all,2920
2018-05-28,all,835
2018-05-29,all,3416
2018-05-30,all,960
2018-05-31,all,804
2018-06-01,all,713
2018-06-02,all,1005
2018-06-03,all,3431
2018-06-04,all,1063
2018-06-05,all,1048
2018-06-06,all,1182
2018-06-07,all,864
2018-06-08,all,1074
2018-06-09,all,886
2018-06-10,all,2394
2018-06-11,all,869
2018-06-12,all,921
2018-06-13,all,901
2018-06-14,all,402
2018-06-15,all,0
2018-06-16,all,106
2018-06-17,all,1029
2018-06-18,all,737
2018-06-19,all,1075
2018-06-20,all,1120
2018-06-21,all,1143
2018-06-22,all,1229
2018-06-23,all,1680
2018-06-24,all,2949
2018-06-25,all,1045
2018-06-26,all,1531
2018-06-27,all,1832
2018-06-28,all,1776
2018-06-29,all,1119
2018-06-30,all,1728
2018-07-01,all,2802
2018-07-02,all,930
2018-07-03,all,1308
2018-07-04,all,1787
2018-07-05,all,1371
2018-07-06,all,899
2018-07-07,all,1468
2018-07-08,all,2741
2018-07-09,all,1103
2018-07-10,all,1744
2018-07-11,all,2189
2018-07-12,all,1990
2018-07-13,all,1141
2018-07-14,all,1892
2018-07-15,all,3875
2018-07-16,all,1041
2018-07-17,all,1435
2018-07-18,all,2014
2018-07-19,all,1937
2018-07-20,all,1237
2018-07-21,all,1473
2018-07-22,all,2524
2018-07-23,all,1348
2018-07-24,all,1608
2018-07-25,all,2184
2018-07-26,all,1835
2018-07-27,all,1036
2018-07-28,all,1620
2018-07-29,all,3043
2018-07-30,all,1106
2018-07-31,all,1761
2018-08-01,all,1665
2018-08-02,all,1630
2018-08-03,all,741
2018-08-04,all,1443
2018-08-05,all,2263
2018-08-06,all,1553
2018-08-07,all,1758
2018-08-08,all,2288
2018-08-09,all,1782
2018-08-10,all,1140
2018-08-11,all,2441
2018-08-12,all,3298
2018-08-13,all,1262
2018-08-14,all,1562
2018-08-15,all,2149
2018-08-16,all,1680
2018-08-17,all,1305
2018-08-18,all,3689
2018-08-19,all,4283
2018-08-20,all,939
2018-08-21,all,753
2018-08-22,all,100
2018-08-23,all,494
2018-08-24,all,751
2018-08-25,all,1454
2018-08-26,all,2330
2018-08-27,all,971
2018-08-28,all,1352
2018-08-29,all,1671
2018-08-30,all,1015
2018-08-31,all,2252
2018-09-01,all,1124
2018-09-02,all,2272
2018-09-03,all,753
2018-09-04,all,1449
2018-09-05,all,1623
2018-09-06,all,1457
2018-09-07,all,829
2018-09-08,all,1550
2018-09-09,all,2211
2018-09-10,all,762
2018-09-11,all,690
2018-09-12,all,1069
2018-09-13,all,1685
2018-09-14,all,1057
2018-09-15,all,1080
2018-09-16,all,2648
2018-09-17,all,959
2018-09-18,all,1284
2018-09-19,all,1791
2018-09-20,all,1290
2018-09-21,all,1128
2018-09-22,all,1170
2018-09-23,all,2267
2018-09-24,all,1088
2018-09-25,all,1493
2018-09-26,all,2188
2018-09-27,all,1878
2018-09-28,all,988
2018-09-29,all,1636
2018-09-30,all,2652
2018-10-01,all,1047
2018-10-02,all,1476
2018-10-03,all,1648
2018-10-04,all,1273
2018-10-05,all,1119
2018-10-06,all,1848
2018-10-07,all,2312
2018-10-08,all,1356
2018-10-09,all,1465
2018-10-10,all,1542
2018-10-11,all,1727
2018-10-12,all,1040
2018-10-13,all,1923
2018-10-14,all,2697
2018-10-15,all,730
2018-10-16,all,1212
2018-10-17,all,1765
2018-10-18,all,1778
2018-10-19,all,1101
2018-10-20,all,1274
2018-10-21,all,2486
2018-10-22,all,1000
2018-10-23,all,1858
2018-10-24,all,1812
2018-10-25,all,1699
2018-10-26,all,1591
2018-10-27,all,1490
2018-10-28,all,2715
2018-10-29,all,1096
2018-10-30,all,1525
2018-10-31,all,1518
2018-11-01,all,1455
2018-11-02,all,684
2018-11-03,all,1242
2018-11-04,all,2263
2018-11-05,all,878
2018-11-06,all,1280
2018-11-07,all,1271
2018-11-08,all,1327
2018-11-09,all,836
2018-11-10,all,2762
2018-11-11,all,2748
2018-11-12,all,1563
2018-11-13,all,1702
2018-11-14,all,1879
2018-11-15,all,1964
2018-11-16,all,1248
2018-11-17,all,1569
2018-11-18,all,3480
2018-11-19,all,1367
2018-11-20,all,575
2018-11-21,all,2010
2018-11-22,all,1884
2018-11-23,all,1185
2018-11-24,all,1498
2018-11-25,all,2442
2018-11-26,all,1300
2018-11-27,all,1348
2018-11-28,all,1628
2018-11-29,all,1338
2018-11-30,all,972
2018-12-01,all,1109
2018-12-02,all,3034
2018-12-03,all,1037
2018-12-04,all,1630
2018-12-05,all,1875
2018-12-06,all,1751
2018-12-07,all,795
2018-12-08,all,1632
2018-12-09,all,1834
2018-12-10,all,627
2018-12-11,all,1254
2018-12-12,all,1058
2018-12-13,all,1525
2018-12-14,all,812
2018-12-15,all,1508
2018-12-16,all,1813
2018-12-17,all,981
2018-12-18,all,1507
2018-12-19,all,1505
2018-12-20,all,1121
2018-12-21,all,749
2018-12-22,all,1275
2018-12-23,all,2313
2018-12-24,all,823
2018-12-25,all,1135
2018-12-26,all,741
2018-12-27,all,1231
2018-12-28,all,893
2018-12-29,all,1465
2018-12-30,all,1997
2018-12-31,all,857
2019-01-01,all,1513
2019-01-02,all,786
2019-01-03,all,1441
2019-01-04,all,804
2019-01-05,all,1363
2019-01-06,all,2447
2019-01-07,all,721
2019-01-08,all,1284
2019-01-09,all,1863
2019-01-10,all,1797
2019-01-11,all,1270
2019-01-12,all,1446
2019-01-13,all,3039
2019-01-14,all,1027
2019-01-15,all,1507
2019-01-16,all,1649
2019-01-17,all,1930
2019-01-18,all,1044
2019-01-19,all,1563
2019-01-20,all,2957
2019-01-21,all,2937
2019-01-22,all,820
2019-01-23,all,2065
2019-01-24,all,1878
2019-01-25,all,1381
2019-01-26,all,2045
2019-01-27,all,2483
2019-01-28,all,1036
2019-01-29,all,1563
2019-01-30,all,1715
2019-01-31,all,1585
2019-02-01,all,1328
2019-02-02,all,1372
2019-02-03,all,1896
2019-02-04,all,889
2019-02-05,all,940
2019-02-06,all,1090
2019-02-07,all,1178
2019-02-08,all,746
2019-02-09,all,1498
2019-02-10,all,2344
2019-02-11,all,1325
2019-02-12,all,1318
2019-02-13,all,1832
2019-02-14,all,1964
2019-02-15,all,927
2019-02-16,all,1900
2019-02-17,all,2359
2019-02-18,all,931
2019-02-19,all,1741
2019-02-20,all,2085
2019-02-21,all,1639
2019-02-22,all,1407
2019-02-23,all,1699
2019-02-24,all,3022
2019-02-25,all,1240
2019-02-26,all,1969
2019-02-27,all,2069
2019-02-28,all,1712
2019-03-01,all,884
2019-03-02,all,1373
2019-03-03,all,2726
2019-03-04,all,877
2019-03-05,all,2095
2019-03-06,all,1944
2019-03-07,all,1766
2019-03-08,all,930
2019-03-09,all,1833
2019-03-10,all,3515
2019-03-11,all,852
2019-03-12,all,1571
2019-03-13,all,2364
2019-03-14,all,1627
2019-03-15,all,1001
2019-03-16,all,1827
2019-03-17,all,3151
2019-03-18,all,1480
2019-03-19,all,2381
2019-03-20,all,2009
2019-03-21,all,1532
2019-03-22,all,911
2019-03-23,all,1509
2019-03-24,all,2911
2019-03-25,all,1208
2019-03-26,all,1923
2019-03-27,all,2085
2019-03-28,all,1680
2019-03-29,all,931
2019-03-30,all,1361
2019-03-31,all,2083
2019-04-01,all,713
2019-04-02,all,1429
2019-04-03,all,1343
2019-04-04,all,1493
2019-04-05,all,792
2019-04-06,all,1773
2019-04-07,all,2472
2019-04-08,all,862
2019-04-09,all,2145
2019-04-10,all,1707
2019-04-11,all,1929
2019-04-12,all,1007
2019-04-13,all,1858
2019-04-14,all,3024
2019-04-15,all,1594
2019-04-16,all,1819
2019-04-17,all,2272
2019-04-18,all,1752
2019-04-19,all,959
2019-04-20,all,1829
2019-04-21,all,2909
2019-04-22,all,1120
2019-04-23,all,1680
2019-04-24,all,1707
2019-04-25,all,1650
2019-04-26,all,1320
2019-04-27,all,2132
2019-04-28,all,3215
2019-04-29,all,1470
2019-04-30,all,1770
2019-05-01,all,4684
2019-05-02,all,1605
2019-05-03,all,1713
2019-05-04,all,1874
2019-05-05,all,2935
2019-05-06,all,225
2019-05-07,all,477
2019-05-08,all,489
2019-05-09,all,701
2019-05-10,all,640
2019-05-11,all,1073
2019-05-12,all,2482
2019-05-13,all,437
2019-05-14,all,493
2019-05-15,all,939
2019-05-16,all,998
2019-05-17,all,582
2019-05-18,all,987
2019-05-19,all,3575
2019-05-20,all,664
2019-05-21,all,788
2019-05-22,all,928
2019-05-23,all,855
2019-05-24,all,1002
2019-05-25,all,1045
2019-05-26,all,2837
2019-05-27,all,570
2019-05-28,all,885
2019-05-29,all,869
2019-05-30,all,715
2019-05-31,all,512
2019-06-01,all,695
2019-06-02,all,1626
2019-06-03,all,590
2019-06-04,all,369
2019-06-05,all,9
2019-06-06,all,200
2019-06-07,all,452
2019-06-08,all,750
2019-06-09,all,1994
2019-06-10,all,917
2019-06-11,all,1717
2019-06-12,all,1647
2019-06-13,all,1831
2019-06-14,all,1859
2019-06-15,all,1943
2019-06-16,all,3518
2019-06-17,all,1298
2019-06-18,all,1634
2019-06-19,all,1966
2019-06-20,all,1886
2019-06-21,all,994
2019-06-22,all,2268
2019-06-23,all,3148
2019-06-24,all,1264
2019-06-25,all,1575
2019-06-26,all,1576
2019-06-27,all,1598
2019-06-28,all,969
2019-06-29,all,1490
2019-06-30,all,2271
2019-07-01,all,693
2019-07-02,all,1034
2019-07-03,all,1845
2019-07-04,all,1418
2019-07-05,all,727
2019-07-06,all,1338
2019-07-07,all,3289
2019-07-08,all,1073
2019-07-09,all,1524
2019-07-10,all,2184
2019-07-11,all,1328
2019-07-12,all,910
2019-07-13,all,2012
2019-07-14,all,3010
2019-07-15,all,1106
2019-07-16,all,1669
2019-07-17,all,1610
2019-07-18,all,1404
2019-07-19,all,826
2019-07-20,all,1676
2019-07-21,all,3338
2019-07-22,all,1398
2019-07-23,all,1603
2019-07-24,all,2287
2019-07-25,all,1989
2019-07-26,all,1647
2019-07-27,all,1505
2019-07-28,all,2723
2019-07-29,all,845
2019-07-30,all,1280
2019-07-31,all,1271
2019-08-01,all,1484
2019-08-02,all,988
2019-08-03,all,2457
2019-08-04,all,3180
2019-08-05,all,798
2019-08-06,all,1621
2019-08-07,all,1936
2019-08-08,all,1604
2019-08-09,all,813
2019-08-10,all,631
2019-08-11,all,499
2019-08-12,all,757
2019-08-13,all,737
2019-08-14,all,1234
2019-08-15,all,1379
2019-08-16,all,608
2019-08-17,all,1503
2019-08-18,all,2967
2019-08-19,all,736
2019-08-20,all,1553
2019-08-21,all,1565
2019-08-22,all,1510
2019-08-23,all,1085
2019-08-24,all,4188
2019-08-25,all,4516
2019-08-26,all,1019
2019-08-27,all,1242
2019-08-28,all,1375
2019-08-29,all,1534
2019-08-30,all,682
2019-08-31,all,2043
2019-09-01,all,2159
2019-09-02,all,700
2019-09-03,all,1666
2019-09-04,all,1358
2019-09-05,all,1357
2019-09-06,all,561
2019-09-07,all,1467
2019-09-08,all,2344
2019-09-09,all,504
2019-09-10,all,1088
2019-09-11,all,1869
2019-09-12,all,1486
2019-09-13,all,778
2019-09-14,all,1316
2019-09-15,all,2423
2019-09-16,all,1757
2019-09-17,all,865
2019-09-18,all,1521
2019-09-19,all,1375
2019-09-20,all,935
2019-09-21,all,1846
2019-09-22,all,3474
2019-09-23,all,1175
2019-09-24,all,1243
2019-09-25,all,1407
2019-09-26,all,1434
2019-09-27,all,1144
2019-09-28,all,1786
2019-09-29,all,2443
2019-09-30,all,1018
2019-10-01,all,1218
2019-10-02,all,1518
2019-10-03,all,1572
2019-10-04,all,869
2019-10-05,all,1965
2019-10-06,all,2657
2019-10-07,all,1024
2019-10-08,all,1256
2019-10-09,all,1603
2019-10-10,all,1676
2019-10-11,all,951
2019-10-12,all,1649
2019-10-13,all,2317
2019-10-14,all,821
2019-10-15,all,1730
2019-10-16,all,1760
2019-10-17,all,1489
2019-10-18,all,785
2019-10-19,all,1826
2019-10-20,all,2594
2019-10-21,all,877
2019-10-22,all,1528
2019-10-23,all,1625
2019-10-24,all,1722
2019-10-25,all,1284
2019-10-26,all,1241
2019-10-27,all,1701
2019-10-28,all,1124
2019-10-29,all,958
