Date,Blood Type,Donations
2022-02-26,b,466
2022-02-27,b,685
2022-02-28,b,250
2022-03-01,b,288
2022-03-02,b,298
2022-03-03,b,327
2022-03-04,b,225
2022-03-05,b,387
2022-03-06,b,641
2022-03-07,b,216
2022-03-08,b,241
2022-03-09,b,331
2022-03-10,b,392
2022-03-11,b,246
2022-03-12,b,464
2022-03-13,b,623
2022-03-14,b,220
2022-03-15,b,360
2022-03-16,b,390
2022-03-17,b,366
2022-03-18,b,253
2022-03-19,b,603
2022-03-20,b,870
2022-03-21,b,265
2022-03-22,b,287
2022-03-23,b,448
2022-03-24,b,380
2022-03-25,b,398
2022-03-26,b,642
2022-03-27,b,893
2022-03-28,b,451
2022-03-29,b,592
2022-03-30,b,480
2022-03-31,b,623
2022-04-01,b,417
2022-04-02,b,706
2022-04-03,b,418
2022-04-04,b,150
2022-04-05,b,193
2022-04-06,b,215
2022-04-07,b,226
2022-04-08,b,252
2022-04-09,b,404
2022-04-10,b,726
2022-04-11,b,151
2022-04-12,b,260
2022-04-13,b,343
2022-04-14,b,309
2022-04-15,b,310
2022-04-16,b,498
2022-04-17,b,678
2022-04-18,b,200
2022-04-19,b,311
2022-04-20,b,266
2022-04-21,b,281
2022-04-22,b,202
2022-04-23,b,408
2022-04-24,b,691
2022-04-25,b,294
2022-04-26,b,254
2022-04-27,b,235
2022-04-28,b,270
2022-04-29,b,203
2022-04-30,b,361
2022-05-01,b,662
2022-05-02,b,3
2022-05-03,b,29
2022-05-04,b,132
2022-05-05,b,296
2022-05-06,b,327
2022-05-07,b,453
2022-05-08,b,785
2022-05-09,b,262
2022-05-10,b,415
2022-05-11,b,413
2022-05-12,b,426
2022-05-13,b,269
2022-05-14,b,539
2022-05-15,b,813
2022-05-16,b,482
2022-05-17,b,368
2022-05-18,b,377
2022-05-19,b,485
2022-05-20,b,334
2022-05-21,b,589
2022-05-22,b,849
2022-05-23,b,361
2022-05-24,b,405
2022-05-25,b,386
2022-05-26,b,495
2022-05-27,b,279
2022-05-28,b,472
2022-05-29,b,663
2022-05-30,b,265
2022-05-31,b,484
2022-06-01,b,464
2022-06-02,b,352
2022-06-03,b,339
2022-06-04,b,555
2022-06-05,b,729
2022-06-06,b,460
2022-06-07,b,383
2022-06-08,b,414
2022-06-09,b,485
2022-06-10,b,282
2022-06-11,b,500
2022-06-12,b,881
2022-06-13,b,272
2022-06-14,b,793
2022-06-15,b,567
2022-06-16,b,503
2022-06-17,b,421
2022-06-18,b,605
2022-06-19,b,824
2022-06-20,b,350
2022-06-21,b,376
2022-06-22,b,487
2022-06-23,b,520
2022-06-24,b,303
2022-06-25,b,549
2022-06-26,b,800
2022-06-27,b,368
2022-06-28,b,355
2022-06-29,b,474
2022-06-30,b,427
2022-07-01,b,267
2022-07-02,b,519
2022-07-03,b,662
2022-07-04,b,199
2022-07-05,b,414
2022-07-06,b,443
2022-07-07,b,450
2022-07-08,b,355
2022-07-09,b,297
2022-07-10,b,165
2022-07-11,b,228
2022-07-12,b,271
2022-07-13,b,318
2022-07-14,b,408
2022-07-15,b,267
2022-07-16,b,517
2022-07-17,b,905
2022-07-18,b,288
2022-07-19,b,428
2022-07-20,b,394
2022-07-21,b,474
2022-07-22,b,358
2022-07-23,b,605
2022-07-24,b,817
2022-07-25,b,187
2022-07-26,b,328
2022-07-27,b,388
2022-07-28,b,396
2022-07-29,b,340
2022-07-30,b,468
2022-07-31,b,668
2022-08-01,b,220
2022-08-02,b,236
2022-08-03,b,325
2022-08-04,b,326
2022-08-05,b,266
2022-08-06,b,495
2022-08-07,b,651
2022-08-08,b,253
2022-08-09,b,314
2022-08-10,b,362
2022-08-11,b,411
2022-08-12,b,243
2022-08-13,b,444
2022-08-14,b,724
2022-08-15,b,302
2022-08-16,b,341
2022-08-17,b,418
2022-08-18,b,443
2022-08-19,b,318
2022-08-20,b,532
2022-08-21,b,699
2022-08-22,b,244
2022-08-23,b,385
2022-08-24,b,434
2022-08-25,b,389
2022-08-26,b,321
2022-08-27,b,531
2022-08-28,b,721
2022-08-29,b,292
2022-08-30,b,412
2022-08-31,b,911
2022-09-01,b,388
2022-09-02,b,208
2022-09-03,b,426
2022-09-04,b,705
2022-09-05,b,217
2022-09-06,b,400
2022-09-07,b,366
2022-09-08,b,466
2022-09-09,b,243
2022-09-10,b,442
2022-09-11,b,656
2022-09-12,b,251
2022-09-13,b,400
2022-09-14,b,439
2022-09-15,b,446
2022-09-16,b,661
2022-09-17,b,633
2022-09-18,b,715
2022-09-19,b,286
2022-09-20,b,297
2022-09-21,b,440
2022-09-22,b,404
2022-09-23,b,310
2022-09-24,b,458
2022-09-25,b,715
2022-09-26,b,260
2022-09-27,b,354
2022-09-28,b,375
2022-09-29,b,378
2022-09-30,b,380
2022-10-01,b,528
2022-10-02,b,764
2022-10-03,b,254
2022-10-04,b,412
2022-10-05,b,433
2022-10-06,b,383
2022-10-07,b,296
2022-10-08,b,566
2022-10-09,b,636
2022-10-10,b,326
2022-10-11,b,356
2022-10-12,b,436
2022-10-13,b,429
2022-10-14,b,291
2022-10-15,b,590
2022-10-16,b,763
2022-10-17,b,285
2022-10-18,b,411
2022-10-19,b,486
2022-10-20,b,359
2022-10-21,b,186
2022-10-22,b,614
2022-10-23,b,687
2022-10-24,b,550
2022-10-25,b,293
2022-10-26,b,442
2022-10-27,b,415
2022-10-28,b,253
2022-10-29,b,475
2022-10-30,b,655
2022-10-31,b,298
2022-11-01,b,252
2022-11-02,b,456
2022-11-03,b,375
2022-11-04,b,225
2022-11-05,b,540
2022-11-06,b,712
2022-11-07,b,289
2022-11-08,b,367
2022-11-09,b,438
2022-11-10,b,468
2022-11-11,b,219
2022-11-12,b,676
2022-11-13,b,571
2022-11-14,b,295
2022-11-15,b,373
2022-11-16,b,433
2022-11-17,b,312
2022-11-18,b,200
2022-11-19,b,62
2022-11-20,b,380
2022-11-21,b,203
2022-11-22,b,357
2022-11-23,b,465
2022-11-24,b,476
2022-11-25,b,322
2022-11-26,b,440
2022-11-27,b,599
2022-11-28,b,247
2022-11-29,b,437
2022-11-30,b,408
2022-12-01,b,373
2022-12-02,b,320
2022-12-03,b,523
2022-12-04,b,800
2022-12-05,b,236
2022-12-06,b,469
2022-12-07,b,432
2022-12-08,b,386
2022-12-09,b,302
2022-12-10,b,490
2022-12-11,b,723
2022-12-12,b,314
2022-12-13,b,431
2022-12-14,b,447
2022-12-15,b,339
2022-12-16,b,322
2022-12-17,b,579
2022-12-18,b,652
2022-12-19,b,211
2022-12-20,b,479
2022-12-21,b,480
2022-12-22,b,390
2022-12-23,b,268
2022-12-24,b,470
2022-12-25,b,566
2022-12-26,b,446
2022-12-27,b,350
2022-12-28,b,503
2022-12-29,b,378
2022-12-30,b,355
2022-12-31,b,542
2023-01-01,b,717
2023-01-02,b,435
2023-01-03,b,241
2023-01-04,b,419
2023-01-05,b,376
2023-01-06,b,327
2023-01-07,b,464
2023-01-08,b,784
2023-01-09,b,234
2023-01-10,b,366
2023-01-11,b,457
2023-01-12,b,399
2023-01-13,b,278
2023-01-14,b,538
2023-01-15,b,644
2023-01-16,b,260
2023-01-17,b,431
2023-01-18,b,458
2023-01-19,b,447
2023-01-20,b,283
2023-01-21,b,332
2023-01-22,b,285
2023-01-23,b,335
2023-01-24,b,388
2023-01-25,b,322
2023-01-26,b,415
2023-01-27,b,255
2023-01-28,b,513
2023-01-29,b,665
2023-01-30,b,263
2023-01-31,b,395
2023-02-01,b,484
2023-02-02,b,424
2023-02-03,b,165
2023-02-04,b,619
2023-02-05,b,1106
2023-02-06,b,305
2023-02-07,b,276
2023-02-08,b,376
2023-02-09,b,446
2023-02-10,b,267
2023-02-11,b,553
2023-02-12,b,705
2023-02-13,b,191
2023-02-14,b,379
2023-02-15,b,417
2023-02-16,b,517
2023-02-17,b,360
2023-02-18,b,568
2023-02-19,b,792
2023-02-20,b,263
2023-02-21,b,424
2023-02-22,b,373
2023-02-23,b,513
2023-02-24,b,240
2023-02-25,b,562
2023-02-26,b,790
2023-02-27,b,379
2023-02-28,b,462
2023-03-01,b,303
2023-03-02,b,403
2023-03-03,b,278
2023-03-04,b,610
2023-03-05,b,757
2023-03-06,b,326
2023-03-07,b,481
2023-03-08,b,559
2023-03-09,b,473
2023-03-10,b,380
2023-03-11,b,675
2023-03-12,b,977
2023-03-13,b,363
2023-03-14,b,512
2023-03-15,b,544
2023-03-16,b,549
2023-03-17,b,328
2023-03-18,b,777
2023-03-19,b,968
2023-03-20,b,451
2023-03-21,b,668
2023-03-22,b,646
2023-03-23,b,160
2023-03-24,b,200
2023-03-25,b,423
2023-03-26,b,569
2023-03-27,b,154
2023-03-28,b,247
2023-03-29,b,272
2023-03-30,b,299
2023-03-31,b,274
2023-04-01,b,413
2023-04-02,b,617
2023-04-03,b,185
2023-04-04,b,276
2023-04-05,b,215
2023-04-06,b,336
2023-04-07,b,283
2023-04-08,b,423
2023-04-09,b,809
2023-04-10,b,184
2023-04-11,b,352
2023-04-12,b,282
2023-04-13,b,318
2023-04-14,b,247
2023-04-15,b,420
2023-04-16,b,668
2023-04-17,b,265
2023-04-18,b,267
2023-04-19,b,264
2023-04-20,b,187
2023-04-21,b,70
2023-04-22,b,1
2023-04-23,b,83
2023-04-24,b,205
2023-04-25,b,295
2023-04-26,b,316
2023-04-27,b,338
2023-04-28,b,305
2023-04-29,b,492
2023-04-30,b,702
2023-05-01,b,982
2023-05-02,b,179
2023-05-03,b,290
2023-05-04,b,719
2023-05-05,b,209
2023-05-06,b,457
2023-05-07,b,791
2023-05-08,b,259
2023-05-09,b,383
2023-05-10,b,487
2023-05-11,b,398
2023-05-12,b,309
2023-05-13,b,508
2023-05-14,b,660
2023-05-15,b,271
2023-05-16,b,349
2023-05-17,b,421
2023-05-18,b,363
2023-05-19,b,291
2023-05-20,b,637
2023-05-21,b,833
2023-05-22,b,293
2023-05-23,b,321
2023-05-24,b,378
2023-05-25,b,341
2023-05-26,b,223
2023-05-27,b,532
2023-05-28,b,708
2023-05-29,b,315
2023-05-30,b,435
2023-05-31,b,384
2023-06-01,b,369
2023-06-02,b,261
2023-06-03,b,492
2023-06-04,b,719
2023-06-05,b,518
2023-06-06,b,329
2023-06-07,b,431
2023-06-08,b,473
2023-06-09,b,362
2023-06-10,b,531
2023-06-11,b,983
2023-06-12,b,380
2023-06-13,b,449
2023-06-14,b,969
2023-06-15,b,410
2023-06-16,b,642
2023-06-17,b,754
2023-06-18,b,1057
2023-06-19,b,307
2023-06-20,b,413
2023-06-21,b,592
2023-06-22,b,448
2023-06-23,b,323
2023-06-24,b,715
2023-06-25,b,774
2023-06-26,b,336
2023-06-27,b,349
2023-06-28,b,225
2023-06-29,b,121
2023-06-30,b,202
2023-07-01,b,443
2023-07-02,b,658
2023-07-03,b,284
2023-07-04,b,407
2023-07-05,b,414
2023-07-06,b,416
2023-07-07,b,246
2023-07-08,b,540
2023-07-09,b,704
2023-07-10,b,274
2023-07-11,b,405
2023-07-12,b,430
2023-07-13,b,349
2023-07-14,b,280
2023-07-15,b,556
2023-07-16,b,683
2023-07-17,b,256
2023-07-18,b,422
2023-07-19,b,450
2023-07-20,b,324
2023-07-21,b,214
2023-07-22,b,592
2023-07-23,b,682
2023-07-24,b,235
2023-07-25,b,368
2023-07-26,b,313
2023-07-27,b,346
2023-07-28,b,261
2023-07-29,b,458
2023-07-30,b,641
2023-07-31,b,244
2023-08-01,b,328
2023-08-02,b,349
2023-08-03,b,318
2023-08-04,b,343
2023-08-05,b,653
2023-08-06,b,736
2023-08-07,b,240
2023-08-08,b,314
2023-08-09,b,432
2023-08-10,b,380
2023-08-11,b,220
2023-08-12,b,357
2023-08-13,b,755
2023-08-14,b,254
2023-08-15,b,429
2023-08-16,b,493
2023-08-17,b,417
2023-08-18,b,260
2023-08-19,b,464
2023-08-20,b,779
2023-08-21,b,234
2023-08-22,b,438
2023-08-23,b,492
2023-08-24,b,486
2023-08-25,b,255
2023-08-26,b,469
2023-08-27,b,612
2023-08-28,b,303
2023-08-29,b,394
2023-08-30,b,340
2023-08-31,b,742
2023-09-01,b,208
2023-09-02,b,389
2023-09-03,b,679
2023-09-04,b,207
2023-09-05,b,303
2023-09-06,b,385
2023-09-07,b,402
2023-09-08,b,172
2023-09-09,b,518
2023-09-10,b,709
2023-09-11,b,298
2023-09-12,b,342
2023-09-13,b,502
2023-09-14,b,485
2023-09-15,b,239
2023-09-16,b,754
2023-09-17,b,848
2023-09-18,b,317
2023-09-19,b,506
2023-09-20,b,449
2023-09-21,b,532
2023-09-22,b,203
2023-09-23,b,577
2023-09-24,b,766
2023-09-25,b,320
2023-09-26,b,324
2023-09-27,b,397
2023-09-28,b,409
2023-09-29,b,190
2023-09-30,b,444
2023-10-01,b,695
2023-10-02,b,226
2023-10-03,b,307
2023-10-04,b,446
2023-10-05,b,347
2023-10-06,b,274
2023-10-07,b,493
2023-10-08,b,704
2023-10-09,b,251
2023-10-10,b,332
2023-10-11,b,420
2023-10-12,b,424
2023-10-13,b,186
2023-10-14,b,574
2023-10-15,b,713
2023-10-16,b,313
2023-10-17,b,315
2023-10-18,b,512
2023-10-19,b,485
2023-10-20,b,203
2023-10-21,b,556
2023-10-22,b,554
2023-10-23,b,267
2023-10-24,b,292
2023-10-25,b,382
2023-10-26,b,415
2023-10-27,b,260
2023-10-28,b,465
2023-10-29,b,826
2023-10-30,b,265
2023-10-31,b,400
2023-11-01,b,475
2023-11-02,b,392
2023-11-03,b,185
2023-11-04,b,596
2023-11-05,b,733
2023-11-06,b,252
2023-11-07,b,489
2023-11-08,b,396
2023-11-09,b,415
2023-11-10,b,145
2023-11-11,b,749
2023-11-12,b,570
2023-11-13,b,378
2023-11-14,b,343
2023-11-15,b,488
2023-11-16,b,385
2023-11-17,b,218
2023-11-18,b,480
2023-11-19,b,768
2023-11-20,b,287
2023-11-21,b,331
2023-11-22,b,364
2023-11-23,b,422
2023-11-24,b,185
2023-11-25,b,522
2023-11-26,b,653
2023-11-27,b,246
2023-11-28,b,305
2023-11-29,b,401
2023-11-30,b,342
2023-12-01,b,257
2023-12-02,b,415
2023-12-03,b,686
2023-12-04,b,222
2023-12-05,b,307
2023-12-06,b,443
2023-12-07,b,476
2023-12-08,b,194
2023-12-09,b,469
2023-12-10,b,771
2023-12-11,b,351
2023-12-12,b,411
2023-12-13,b,469
2023-12-14,b,391
2023-12-15,b,213
2023-12-16,b,446
2023-12-17,b,745
2023-12-18,b,253
2023-12-19,b,339
2023-12-20,b,455
2023-12-21,b,341
2023-12-22,b,257
2023-12-23,b,408
2023-12-24,b,468
2023-12-25,b,410
2023-12-26,b,263
2023-12-27,b,353
2023-12-28,b,444
2023-12-29,b,340
2023-12-30,b,591
2023-12-31,b,716
2024-01-01,b,618
2024-01-02,b,236
2024-01-03,b,272
2024-01-04,b,324
2024-01-05,b,305
2024-01-06,b,539
2024-01-07,b,725
2024-01-08,b,273
2024-01-09,b,356
2024-01-10,b,375
2024-01-11,b,449
2024-01-12,b,303
2024-01-13,b,564
2024-01-14,b,779
2024-01-15,b,327
2024-01-16,b,397
2024-01-17,b,462
2024-01-18,b,463
2024-01-19,b,262
2024-01-20,b,504
2024-01-21,b,755
2024-01-22,b,224
2024-01-23,b,366
2024-01-24,b,402
2024-01-25,b,914
2024-01-26,b,211
2024-01-27,b,448
2024-01-28,b,729
2024-01-29,b,275
2024-01-30,b,336
2024-01-31,b,367
2024-02-01,b,379
2024-02-02,b,197
2024-02-03,b,554
2024-02-04,b,678
2024-02-05,b,242
2024-02-06,b,400
2024-02-07,b,473
2024-02-08,b,413
2024-02-09,b,311
2024-02-10,b,406
2024-02-11,b,357
2024-02-12,b,392
2024-02-13,b,376
2024-02-14,b,540
2024-02-15,b,350
2024-02-16,b,325
2024-02-17,b,504
2024-02-18,b,630
2024-02-19,b,419
2024-02-20,b,409
2024-02-21,b,429
2024-02-22,b,477
2024-02-23,b,301
2024-02-24,b,578
2024-02-25,b,739
2024-02-26,b,323
2024-02-27,b,469
2024-02-28,b,462
2024-02-29,b,533
2024-03-01,b,416
2024-03-02,b,626
2024-03-03,b,867
2024-03-04,b,430
2024-03-05,b,485
2024-03-06,b,558
2024-03-07,b,611
2024-03-08,b,470
2024-03-09,b,724
2024-03-10,b,1019
2024-03-11,b,500
2024-03-12,b,89
2024-03-13,b,208
2024-03-14,b,245
2024-03-15,b,206
2024-03-16,b,432
2024-03-17,b,768
2024-03-18,b,148
2024-03-19,b,278
2024-03-20,b,317
2024-03-21,b,282
2024-03-22,b,268
2024-03-23,b,417
2024-03-24,b,724
2024-03-25,b,208
2024-03-26,b,308
2024-03-27,b,243
2024-03-28,b,332
2024-03-29,b,321
2024-03-30,b,421
2024-03-31,b,645
2024-04-01,b,273
2024-04-02,b,282
2024-04-03,b,289
2024-04-04,b,313
2024-04-05,b,244
2024-04-06,b,543
2024-04-07,b,831
2024-04-08,b,215
2024-04-09,b,106
2024-04-10,b,0
2024-04-11,b,51
2024-04-12,b,236
2024-04-13,b,404
2024-04-14,b,687
2024-04-15,b,226
2024-04-16,b,338
2024-04-17,b,410
2024-04-18,b,317
2024-04-19,b,234
2024-04-20,b,608
2024-04-21,b,1013
2024-04-22,b,252
2024-04-23,b,314
2024-04-24,b,351
2024-04-25,b,417
2024-04-26,b,254
2024-04-27,b,643
2024-04-28,b,892
2024-04-29,b,295
2024-04-30,b,355
2024-05-01,b,1047
2024-05-02,b,207
2024-05-03,b,193
2024-05-04,b,550
2024-05-05,b,705
2024-05-06,b,220
2024-05-07,b,430
2024-05-08,b,553
2024-05-09,b,423
2024-05-10,b,313
2024-05-11,b,626
2024-05-12,b,731
2024-05-13,b,324
2024-05-14,b,441
2024-05-15,b,482
2024-05-16,b,415
2024-05-17,b,347
2024-05-18,b,513
2024-05-19,b,757
2024-05-20,b,295
2024-05-21,b,437
2024-05-22,b,883
2024-05-23,b,401
2024-05-24,b,285
2024-05-25,b,522
2024-05-26,b,686
2024-05-27,b,290
2024-05-28,b,385
2024-05-29,b,397
2024-05-30,b,408
2024-05-31,b,268
2024-06-01,b,394
2024-06-02,b,720
2024-06-03,b,442
2024-06-04,b,304
2024-06-05,b,444
2024-06-06,b,578
2024-06-07,b,254
2024-06-08,b,564
2024-06-09,b,873
2024-06-10,b,288
2024-06-11,b,438
2024-06-12,b,450
2024-06-13,b,413
2024-06-14,b,514
2024-06-15,b,631
2024-06-16,b,475
2024-06-17,b,96
2024-06-18,b,220
2024-06-19,b,438
2024-06-20,b,376
2024-06-21,b,370
2024-06-22,b,592
2024-06-23,b,785
2024-06-24,b,326
2024-06-25,b,461
2024-06-26,b,455
2024-06-27,b,324
2024-06-28,b,200
2024-06-29,b,524
2024-06-30,b,749
2024-07-01,b,200
2024-07-02,b,318
2024-07-03,b,385
2024-07-04,b,331
2024-07-05,b,225
2024-07-06,b,683
2024-07-07,b,605
2024-07-08,b,329
2024-07-09,b,323
2024-07-10,b,446
2024-07-11,b,360
2024-07-12,b,323
2024-07-13,b,522
2024-07-14,b,853
2024-07-15,b,375
2024-07-16,b,271
2024-07-17,b,349
2024-07-18,b,424
2024-07-19,b,239
2024-07-20,b,431
2024-07-21,b,766
2024-07-22,b,424
2024-07-23,b,304
2024-07-24,b,414
2024-07-25,b,407
2024-07-26,b,316
2024-07-27,b,563
2024-07-28,b,750
2024-07-29,b,203
2024-07-30,b,375
2024-07-31,b,293
2024-08-01,b,310
2024-08-02,b,309
2024-08-03,b,438
2024-08-04,b,643
2024-08-05,b,234
2024-08-06,b,438
2024-08-07,b,404
2024-08-08,b,530
2024-08-09,b,187
2024-08-10,b,545
2024-08-11,b,749
2024-08-12,b,329
2024-08-13,b,397
2024-08-14,b,366
2024-08-15,b,427
2024-08-16,b,223
2024-08-17,b,455
2024-08-18,b,824
2024-08-19,b,209
2024-08-20,b,327
2024-08-21,b,475
2024-08-22,b,483
2024-08-23,b,236
2024-08-24,b,640
2024-08-25,b,732
2024-08-26,b,230
2024-08-27,b,325
2024-08-28,b,479
2024-08-29,b,440
2024-08-30,b,311
2024-08-31,b,837
2024-09-01,b,660
2024-09-02,b,204
2024-09-03,b,359
2024-09-04,b,362
2024-09-05,b,395
2024-09-06,b,315
2024-09-07,b,632
2024-09-08,b,750
2024-09-09,b,263
2024-09-10,b,307
2024-09-11,b,477
2024-09-12,b,498
2024-09-13,b,275
2024-09-14,b,416
2024-09-15,b,542
2024-09-16,b,633
2024-09-17,b,305
2024-09-18,b,289
2024-09-19,b,330
2024-09-20,b,217
2024-09-21,b,454
2024-09-22,b,729
2024-09-23,b,252
2024-09-24,b,396
2024-09-25,b,446
2024-09-26,b,436
2024-09-27,b,234
2024-09-28,b,483
2024-09-29,b,710
2024-09-30,b,222
2024-10-01,b,349
2024-10-02,b,392
2024-10-03,b,497
2024-10-04,b,234
2024-10-05,b,592
2024-10-06,b,767
2024-10-07,b,299
2024-10-08,b,328
2024-10-09,b,359
2024-10-10,b,482
2024-10-11,b,202
2024-10-12,b,423
2024-10-13,b,744
2024-10-14,b,278
2024-10-15,b,327
2024-10-16,b,443
2024-10-17,b,462
2024-10-18,b,280
2024-10-19,b,569
2024-10-20,b,832
2024-10-21,b,376
2024-10-22,b,540
2024-10-23,b,517
2024-10-24,b,436
2024-10-25,b,241
2024-10-26,b,500
2024-10-27,b,740
2024-10-28,b,323
2024-10-29,b,356
2024-10-30,b,352
2024-10-31,b,526
2024-11-01,b,249
2024-11-02,b,408
2024-11-03,b,703
2024-11-04,b,233
2024-11-05,b,375
2024-11-06,b,444
2024-11-07,b,243
2024-11-08,b,336
2024-11-09,b,587
2024-11-10,b,680
2024-11-11,b,294
2024-11-12,b,360
2024-11-13,b,517
2024-11-14,b,485
2024-11-15,b,222
2024-11-16,b,729
2024-11-17,b,793
2024-11-18,b,326
2024-11-19,b,462
2024-11-20,b,404
2024-11-21,b,407
2024-11-22,b,205
2024-11-23,b,485
2024-11-24,b,739
2024-11-25,b,237
2024-11-26,b,416
2024-11-27,b,374
2024-11-28,b,418
2024-11-29,b,232
2024-11-30,b,484
2024-12-01,b,725
2024-12-02,b,253
2024-12-03,b,428
2024-12-04,b,472
2024-12-05,b,469
2024-12-06,b,284
2024-12-07,b,575
2024-12-08,b,686
2024-12-09,b,263
2024-12-10,b,386
2024-12-11,b,553
2024-12-12,b,487
2024-12-13,b,200
2024-12-14,b,491
2024-12-15,b,727
2024-12-16,b,233
2024-12-17,b,343
2024-12-18,b,511
2024-12-19,b,415
2024-12-20,b,207
2024-12-21,b,490
2024-12-22,b,687
2024-12-23,b,263
2024-12-24,b,265
2024-12-25,b,543
2024-12-26,b,310
2024-12-27,b,272
2024-12-28,b,501
2024-12-29,b,717
2024-12-30,b,280
2024-12-31,b,468
2010-01-01,o,293
2010-01-02,o,288
2010-01-03,o,482
2010-01-04,o,214
2010-01-05,o,450
2010-01-06,o,493
2010-01-07,o,482
2010-01-08,o,384
2010-01-09,o,560
2010-01-10,o,828
2010-01-11,o,666
2010-01-12,o,651
2010-01-13,o,742
2010-01-14,o,584
2010-01-15,o,310
2010-01-16,o,558
2010-01-17,o,492
2010-01-18,o,433
2010-01-19,o,493
2010-01-20,o,922
2010-01-21,o,1073
2010-01-22,o,670
2010-01-23,o,459
2010-01-24,o,590
2010-01-25,o,463
2010-01-26,o,373
2010-01-27,o,571
2010-01-28,o,539
2010-01-29,o,343
2010-01-30,o,797
2010-01-31,o,406
2010-02-01,o,301
2010-02-02,o,482
2010-02-03,o,772
2010-02-04,o,853
2010-02-05,o,273
2010-02-06,o,674
2010-02-07,o,535
2010-02-08,o,527
2010-02-09,o,523
2010-02-10,o,526
2010-02-11,o,774
2010-02-12,o,228
2010-02-13,o,310
2010-02-14,o,101
2010-02-15,o,140
2010-02-16,o,151
2010-02-17,o,401
2010-02-18,o,503
2010-02-19,o,259
2010-02-20,o,383
2010-02-21,o,274
2010-02-22,o,406
2010-02-23,o,580
2010-02-24,o,774
2010-02-25,o,450
2010-02-26,o,232
2010-02-27,o,1007
2010-02-28,o,489
2010-03-01,o,326
2010-03-02,o,472
2010-03-03,o,456
2010-03-04,o,451
2010-03-05,o,294
2010-03-06,o,442
2010-03-07,o,553
2010-03-08,o,452
2010-03-09,o,804
2010-03-10,o,674
2010-03-11,o,667
2010-03-12,o,375
2010-03-13,o,342
2010-03-14,o,911
2010-03-15,o,382
2010-03-16,o,446
2010-03-17,o,497
2010-03-18,o,346
2010-03-19,o,289
2010-03-20,o,309
2010-03-21,o,930
2010-03-22,o,184
2010-03-23,o,403
2010-03-24,o,573
2010-03-25,o,473
2010-03-26,o,450
2010-03-27,o,482
2010-03-28,o,559
2010-03-29,o,385
2010-03-30,o,475
2010-03-31,o,465
2010-04-01,o,511
2010-04-02,o,291
2010-04-03,o,264
2010-04-04,o,550
2010-04-05,o,274
2010-04-06,o,272
2010-04-07,o,481
2010-04-08,o,719
2010-04-09,o,177
2010-04-10,o,327
2010-04-11,o,793
2010-04-12,o,257
2010-04-13,o,408
2010-04-14,o,472
2010-04-15,o,553
2010-04-16,o,269
2010-04-17,o,493
2010-04-18,o,844
2010-04-19,o,244
2010-04-20,o,450
2010-04-21,o,345
2010-04-22,o,582
2010-04-23,o,274
2010-04-24,o,328
2010-04-25,o,688
2010-04-26,o,201
2010-04-27,o,365
2010-04-28,o,402
2010-04-29,o,619
2010-04-30,o,175
2010-05-01,o,919
2010-05-02,o,407
2010-05-03,o,206
2010-05-04,o,304
2010-05-05,o,365
2010-05-06,o,513
2010-05-07,o,218
2010-05-08,o,519
2010-05-09,o,615
2010-05-10,o,181
2010-05-11,o,258
2010-05-12,o,329
2010-05-13,o,470
2010-05-14,o,276
2010-05-15,o,426
2010-05-16,o,601
2010-05-17,o,215
2010-05-18,o,397
2010-05-19,o,512
2010-05-20,o,569
2010-05-21,o,426
2010-05-22,o,955
2010-05-23,o,432
2010-05-24,o,1349
2010-05-25,o,402
2010-05-26,o,352
2010-05-27,o,342
2010-05-28,o,919
2010-05-29,o,333
2010-05-30,o,617
2010-05-31,o,285
2010-06-01,o,225
2010-06-02,o,582
2010-06-03,o,474
2010-06-04,o,463
2010-06-05,o,339
2010-06-06,o,454
2010-06-07,o,239
2010-06-08,o,319
2010-06-09,o,308
2010-06-10,o,349
2010-06-11,o,217
2010-06-12,o,356
2010-06-13,o,734
2010-06-14,o,344
2010-06-15,o,296
2010-06-16,o,432
2010-06-17,o,504
2010-06-18,o,229
2010-06-19,o,319
2010-06-20,o,820
2010-06-21,o,216
2010-06-22,o,208
2010-06-23,o,478
2010-06-24,o,475
2010-06-25,o,458
2010-06-26,o,438
2010-06-27,o,614
2010-06-28,o,364
2010-06-29,o,499
2010-06-30,o,397
2010-07-01,o,262
2010-07-02,o,108
2010-07-03,o,515
2010-07-04,o,682
2010-07-05,o,206
2010-07-06,o,456
2010-07-07,o,421
2010-07-08,o,437
2010-07-09,o,178
2010-07-10,o,388
2010-07-11,o,679
2010-07-12,o,263
2010-07-13,o,431
2010-07-14,o,568
2010-07-15,o,539
2010-07-16,o,436
2010-07-17,o,374
2010-07-18,o,754
2010-07-19,o,335
2010-07-20,o,460
2010-07-21,o,568
2010-07-22,o,532
2010-07-23,o,322
2010-07-24,o,500
2010-07-25,o,620
2010-07-26,o,579
2010-07-27,o,646
2010-07-28,o,664
2010-07-29,o,836
2010-07-30,o,587
2010-07-31,o,705
2010-08-01,o,546
2010-08-02,o,531
2010-08-03,o,924
2010-08-04,o,649
2010-08-05,o,689
2010-08-06,o,639
2010-08-07,o,817
2010-08-08,o,1171
2010-08-09,o,622
2010-08-10,o,492
2010-08-11,o,153
2010-08-12,o,107
2010-08-13,o,223
2010-08-14,o,121
2010-08-15,o,845
2010-08-16,o,113
2010-08-17,o,166
2010-08-18,o,171
