Year,Hospital,State,Age Group,New Donors
2016,Hospital Sultanah Aminah,Johor,55-59,99
2016,Hospital Sultanah Aminah,Johor,60-64,14
2016,Hospital Sultanah Aminah,Johor,other,7
2016,Hospital Sultanah Bahiyah,Kedah,17-24,9804
2016,Hospital Sultanah Bahiyah,Kedah,25-29,2211
2016,Hospital Sultanah Bahiyah,Kedah,30-34,1734
2016,Hospital Sultanah Bahiyah,Kedah,35-39,1288
2016,Hospital Sultanah Bahiyah,Kedah,40-44,997
2016,Hospital Sultanah Bahiyah,Kedah,45-49,652
2016,Hospital Sultanah Bahiyah,Kedah,50-54,444
2016,Hospital Sultanah Bahiyah,Kedah,55-59,209
2016,Hospital Sultanah Bahiyah,Kedah,60-64,23
2016,Hospital Sultanah Bahiyah,Kedah,other,7
2016,Hospital Sultanah Nora Ismail,Johor,17-24,1069
2016,Hospital Sultanah Nora Ismail,Johor,25-29,345
2016,Hospital Sultanah Nora Ismail,Johor,30-34,295
2016,Hospital Sultanah Nora Ismail,Johor,35-39,209
2016,Hospital Sultanah Nora Ismail,Johor,40-44,177
2016,Hospital Sultanah Nora Ismail,Johor,45-49,135
2016,Hospital Sultanah Nora Ismail,Johor,50-54,102
2016,Hospital Sultanah Nora Ismail,Johor,55-59,54
2016,Hospital Sultanah Nora Ismail,Johor,60-64,12
2016,Hospital Sultanah Nora Ismail,Johor,other,4
2016,Hospital Sultanah Nur Zahirah,Terengganu,17-24,4522
2016,Hospital Sultanah Nur Zahirah,Terengganu,25-29,480
2016,Hospital Sultanah Nur Zahirah,Terengganu,30-34,379
2016,Hospital Sultanah Nur Zahirah,Terengganu,35-39,281
2016,Hospital Sultanah Nur Zahirah,Terengganu,40-44,173
2016,Hospital Sultanah Nur Zahirah,Terengganu,45-49,137
2016,Hospital Sultanah Nur Zahirah,Terengganu,50-54,69
2016,Hospital Sultanah Nur Zahirah,Terengganu,55-59,43
2016,Hospital Sultanah Nur Zahirah,Terengganu,60-64,3
2016,Hospital Sultanah Nur Zahirah,Terengganu,other,4
2016,Hospital Taiping,Perak,17-24,1326
2016,Hospital Taiping,Perak,25-29,543
2016,Hospital Taiping,Perak,30-34,511
2016,Hospital Taiping,Perak,35-39,371
2016,Hospital Taiping,Perak,40-44,273
2016,Hospital Taiping,Perak,45-49,265
2016,Hospital Taiping,Perak,50-54,182
2016,Hospital Taiping,Perak,55-59,88
2016,Hospital Taiping,Perak,60-64,13
2016,Hospital Taiping,Perak,other,7
2016,Hospital Tengku Ampuan Afzan,Pahang,17-24,893
2016,Hospital Tengku Ampuan Afzan,Pahang,25-29,146
2016,Hospital Tengku Ampuan Afzan,Pahang,30-34,111
2016,Hospital Tengku Ampuan Afzan,Pahang,35-39,97
2016,Hospital Tengku Ampuan Afzan,Pahang,40-44,54
2016,Hospital Tengku Ampuan Afzan,Pahang,45-49,40
2016,Hospital Tengku Ampuan Afzan,Pahang,50-54,30
2016,Hospital Tengku Ampuan Afzan,Pahang,55-59,10
2016,Hospital Tengku Ampuan Rahimah,Selangor,17-24,3654
2016,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1282
2016,Hospital Tengku Ampuan Rahimah,Selangor,30-34,1099
2016,Hospital Tengku Ampuan Rahimah,Selangor,35-39,895
2016,Hospital Tengku Ampuan Rahimah,Selangor,40-44,603
2016,Hospital Tengku Ampuan Rahimah,Selangor,45-49,414
2016,Hospital Tengku Ampuan Rahimah,Selangor,50-54,223
2016,Hospital Tengku Ampuan Rahimah,Selangor,55-59,108
2016,Hospital Tengku Ampuan Rahimah,Selangor,60-64,10
2016,Hospital Tengku Ampuan Rahimah,Selangor,other,3
2016,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,2845
2016,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,794
2016,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,694
2016,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,533
2016,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,435
2016,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,273
2016,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,244
2016,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,100
2016,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,15
2016,Hospital Tuanku Jaafar,Negeri Sembilan,other,4
2017,Hospital Melaka,Melaka,17-24,5334
2017,Hospital Melaka,Melaka,25-29,1150
2017,Hospital Melaka,Melaka,30-34,884
2017,Hospital Melaka,Melaka,35-39,730
2017,Hospital Melaka,Melaka,40-44,522
2017,Hospital Melaka,Melaka,45-49,370
2017,Hospital Melaka,Melaka,50-54,262
2017,Hospital Melaka,Melaka,55-59,122
2017,Hospital Melaka,Melaka,60-64,11
2017,Hospital Melaka,Melaka,other,2
2017,Hospital Pulau Pinang,Pulau Pinang,17-24,3031
2017,Hospital Pulau Pinang,Pulau Pinang,25-29,1177
2017,Hospital Pulau Pinang,Pulau Pinang,30-34,1000
2017,Hospital Pulau Pinang,Pulau Pinang,35-39,885
2017,Hospital Pulau Pinang,Pulau Pinang,40-44,661
2017,Hospital Pulau Pinang,Pulau Pinang,45-49,412
2017,Hospital Pulau Pinang,Pulau Pinang,50-54,231
2017,Hospital Pulau Pinang,Pulau Pinang,55-59,84
2017,Hospital Pulau Pinang,Pulau Pinang,60-64,4
2017,Hospital Pulau Pinang,Pulau Pinang,other,7
2017,Hospital Queen Elizabeth Ii,Sabah,17-24,4040
2017,Hospital Queen Elizabeth Ii,Sabah,25-29,1449
2017,Hospital Queen Elizabeth Ii,Sabah,30-34,1139
2017,Hospital Queen Elizabeth Ii,Sabah,35-39,866
2017,Hospital Queen Elizabeth Ii,Sabah,40-44,592
2017,Hospital Queen Elizabeth Ii,Sabah,45-49,428
2017,Hospital Queen Elizabeth Ii,Sabah,50-54,298
2017,Hospital Queen Elizabeth Ii,Sabah,55-59,164
2017,Hospital Queen Elizabeth Ii,Sabah,60-64,15
2017,Hospital Queen Elizabeth Ii,Sabah,other,8
2017,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,2
2017,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,1
2017,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,2
2017,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,1
2017,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,1
2017,Hospital Raja Permaisuri Bainun,Perak,17-24,5829
2017,Hospital Raja Permaisuri Bainun,Perak,25-29,835
2017,Hospital Raja Permaisuri Bainun,Perak,30-34,704
2017,Hospital Raja Permaisuri Bainun,Perak,35-39,616
2017,Hospital Raja Permaisuri Bainun,Perak,40-44,434
2017,Hospital Raja Permaisuri Bainun,Perak,45-49,338
2017,Hospital Raja Permaisuri Bainun,Perak,50-54,215
2017,Hospital Raja Permaisuri Bainun,Perak,55-59,111
2017,Hospital Raja Permaisuri Bainun,Perak,60-64,6
2017,Hospital Seberang Jaya,Pulau Pinang,17-24,2104
2017,Hospital Seberang Jaya,Pulau Pinang,25-29,677
2017,Hospital Seberang Jaya,Pulau Pinang,30-34,570
2017,Hospital Seberang Jaya,Pulau Pinang,35-39,529
2017,Hospital Seberang Jaya,Pulau Pinang,40-44,376
2017,Hospital Seberang Jaya,Pulau Pinang,45-49,283
2017,Hospital Seberang Jaya,Pulau Pinang,50-54,57
2017,Hospital Seberang Jaya,Pulau Pinang,55-59,13
2017,Hospital Seberang Jaya,Pulau Pinang,other,6
2017,Hospital Seri Manjung,Perak,17-24,686
2017,Hospital Seri Manjung,Perak,25-29,204
2017,Hospital Seri Manjung,Perak,30-34,193
2017,Hospital Seri Manjung,Perak,35-39,139
2017,Hospital Seri Manjung,Perak,40-44,108
2017,Hospital Seri Manjung,Perak,45-49,68
2017,Hospital Seri Manjung,Perak,50-54,34
2017,Hospital Seri Manjung,Perak,55-59,20
2017,Hospital Seri Manjung,Perak,60-64,1
2017,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,1180
2017,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,219
2017,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,225
2017,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,174
2017,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,135
2017,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,120
2017,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,90
2017,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,38
2017,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,4
2017,Hospital Sultanah Aminah,Johor,17-24,3976
2017,Hospital Sultanah Aminah,Johor,25-29,1541
2017,Hospital Sultanah Aminah,Johor,30-34,1259
2017,Hospital Sultanah Aminah,Johor,35-39,1035
2017,Hospital Sultanah Aminah,Johor,40-44,790
2017,Hospital Sultanah Aminah,Johor,45-49,520
2017,Hospital Sultanah Aminah,Johor,50-54,307
2017,Hospital Sultanah Aminah,Johor,55-59,160
2017,Hospital Sultanah Aminah,Johor,60-64,17
2017,Hospital Sultanah Aminah,Johor,other,5
2017,Hospital Sultanah Bahiyah,Kedah,17-24,10007
2017,Hospital Sultanah Bahiyah,Kedah,25-29,2086
2017,Hospital Sultanah Bahiyah,Kedah,30-34,1700
2017,Hospital Sultanah Bahiyah,Kedah,35-39,1361
2017,Hospital Sultanah Bahiyah,Kedah,40-44,943
2017,Hospital Sultanah Bahiyah,Kedah,45-49,619
2017,Hospital Sultanah Bahiyah,Kedah,50-54,415
2017,Hospital Sultanah Bahiyah,Kedah,55-59,210
2017,Hospital Sultanah Bahiyah,Kedah,60-64,14
2017,Hospital Sultanah Bahiyah,Kedah,other,10
2017,Hospital Sultanah Nora Ismail,Johor,17-24,957
2017,Hospital Sultanah Nora Ismail,Johor,25-29,328
2017,Hospital Sultanah Nora Ismail,Johor,30-34,245
2017,Hospital Sultanah Nora Ismail,Johor,35-39,231
2017,Hospital Sultanah Nora Ismail,Johor,40-44,141
2017,Hospital Sultanah Nora Ismail,Johor,45-49,119
2017,Hospital Sultanah Nora Ismail,Johor,50-54,94
2017,Hospital Sultanah Nora Ismail,Johor,55-59,51
2017,Hospital Sultanah Nora Ismail,Johor,60-64,11
2017,Hospital Sultanah Nora Ismail,Johor,other,2
2017,Hospital Sultanah Nur Zahirah,Terengganu,17-24,3854
2017,Hospital Sultanah Nur Zahirah,Terengganu,25-29,579
2017,Hospital Sultanah Nur Zahirah,Terengganu,30-34,423
2017,Hospital Sultanah Nur Zahirah,Terengganu,35-39,335
2017,Hospital Sultanah Nur Zahirah,Terengganu,40-44,210
2017,Hospital Sultanah Nur Zahirah,Terengganu,45-49,175
2017,Hospital Sultanah Nur Zahirah,Terengganu,50-54,109
2017,Hospital Sultanah Nur Zahirah,Terengganu,55-59,63
2017,Hospital Sultanah Nur Zahirah,Terengganu,60-64,3
2017,Hospital Sultanah Nur Zahirah,Terengganu,other,5
2017,Hospital Taiping,Perak,17-24,1476
2017,Hospital Taiping,Perak,25-29,465
2017,Hospital Taiping,Perak,30-34,405
2017,Hospital Taiping,Perak,35-39,349
2017,Hospital Taiping,Perak,40-44,245
2017,Hospital Taiping,Perak,45-49,211
2017,Hospital Taiping,Perak,50-54,141
2017,Hospital Taiping,Perak,55-59,73
2017,Hospital Taiping,Perak,60-64,11
2017,Hospital Taiping,Perak,other,43
2017,Hospital Tengku Ampuan Afzan,Pahang,17-24,841
2017,Hospital Tengku Ampuan Afzan,Pahang,25-29,128
2017,Hospital Tengku Ampuan Afzan,Pahang,30-34,120
2017,Hospital Tengku Ampuan Afzan,Pahang,35-39,106
2017,Hospital Tengku Ampuan Afzan,Pahang,40-44,63
2017,Hospital Tengku Ampuan Afzan,Pahang,45-49,42
2017,Hospital Tengku Ampuan Afzan,Pahang,50-54,21
2017,Hospital Tengku Ampuan Afzan,Pahang,55-59,8
2017,Hospital Tengku Ampuan Afzan,Pahang,60-64,2
2017,Hospital Tengku Ampuan Afzan,Pahang,other,1
2017,Hospital Tengku Ampuan Rahimah,Selangor,17-24,3621
2017,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1308
2017,Hospital Tengku Ampuan Rahimah,Selangor,30-34,1091
2017,Hospital Tengku Ampuan Rahimah,Selangor,35-39,946
2017,Hospital Tengku Ampuan Rahimah,Selangor,40-44,591
2017,Hospital Tengku Ampuan Rahimah,Selangor,45-49,407
2017,Hospital Tengku Ampuan Rahimah,Selangor,50-54,234
2017,Hospital Tengku Ampuan Rahimah,Selangor,55-59,103
2017,Hospital Tengku Ampuan Rahimah,Selangor,60-64,7
2017,Hospital Tengku Ampuan Rahimah,Selangor,other,7
2017,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,2459
2017,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,713
2017,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,568
2017,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,553
2017,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,429
2017,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,304
2017,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,205
2017,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,116
2017,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,15
2017,Hospital Tuanku Jaafar,Negeri Sembilan,other,5
2018,Hospital Melaka,Melaka,17-24,4648
2018,Hospital Melaka,Melaka,25-29,1121
2018,Hospital Melaka,Melaka,30-34,843
2018,Hospital Melaka,Melaka,35-39,798
2018,Hospital Melaka,Melaka,40-44,511
2018,Hospital Melaka,Melaka,45-49,356
2018,Hospital Melaka,Melaka,50-54,230
2018,Hospital Melaka,Melaka,55-59,124
2018,Hospital Melaka,Melaka,60-64,9
2018,Hospital Melaka,Melaka,other,15
2018,Hospital Pulau Pinang,Pulau Pinang,17-24,2417
2018,Hospital Pulau Pinang,Pulau Pinang,25-29,1117
2018,Hospital Pulau Pinang,Pulau Pinang,30-34,961
2018,Hospital Pulau Pinang,Pulau Pinang,35-39,910
2018,Hospital Pulau Pinang,Pulau Pinang,40-44,650
2018,Hospital Pulau Pinang,Pulau Pinang,45-49,434
2018,Hospital Pulau Pinang,Pulau Pinang,50-54,206
2018,Hospital Pulau Pinang,Pulau Pinang,55-59,82
2018,Hospital Pulau Pinang,Pulau Pinang,60-64,5
2018,Hospital Pulau Pinang,Pulau Pinang,other,2
2018,Hospital Queen Elizabeth Ii,Sabah,17-24,3270
2018,Hospital Queen Elizabeth Ii,Sabah,25-29,1282
2018,Hospital Queen Elizabeth Ii,Sabah,30-34,1036
2018,Hospital Queen Elizabeth Ii,Sabah,35-39,848
2018,Hospital Queen Elizabeth Ii,Sabah,40-44,615
2018,Hospital Queen Elizabeth Ii,Sabah,45-49,429
2018,Hospital Queen Elizabeth Ii,Sabah,50-54,269
2018,Hospital Queen Elizabeth Ii,Sabah,55-59,170
2018,Hospital Queen Elizabeth Ii,Sabah,60-64,13
2018,Hospital Queen Elizabeth Ii,Sabah,other,12
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,4605
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,678
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,566
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,490
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,348
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,241
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,176
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,78
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,7
2018,Hospital Raja Perempuan Zainab Ii,Kelantan,other,1
2018,Hospital Raja Permaisuri Bainun,Perak,17-24,5346
2018,Hospital Raja Permaisuri Bainun,Perak,25-29,878
2018,Hospital Raja Permaisuri Bainun,Perak,30-34,842
2018,Hospital Raja Permaisuri Bainun,Perak,35-39,782
2018,Hospital Raja Permaisuri Bainun,Perak,40-44,552
2018,Hospital Raja Permaisuri Bainun,Perak,45-49,390
2018,Hospital Raja Permaisuri Bainun,Perak,50-54,254
2018,Hospital Raja Permaisuri Bainun,Perak,55-59,109
2018,Hospital Raja Permaisuri Bainun,Perak,60-64,8
2018,Hospital Raja Permaisuri Bainun,Perak,other,2
2018,Hospital Seberang Jaya,Pulau Pinang,17-24,2278
2018,Hospital Seberang Jaya,Pulau Pinang,25-29,614
2018,Hospital Seberang Jaya,Pulau Pinang,30-34,619
2018,Hospital Seberang Jaya,Pulau Pinang,35-39,553
2018,Hospital Seberang Jaya,Pulau Pinang,40-44,385
2018,Hospital Seberang Jaya,Pulau Pinang,45-49,266
2018,Hospital Seberang Jaya,Pulau Pinang,50-54,79
2018,Hospital Seberang Jaya,Pulau Pinang,55-59,18
2018,Hospital Seberang Jaya,Pulau Pinang,60-64,2
2018,Hospital Seberang Jaya,Pulau Pinang,other,4
2018,Hospital Seri Manjung,Perak,17-24,994
2018,Hospital Seri Manjung,Perak,25-29,203
2018,Hospital Seri Manjung,Perak,30-34,219
2018,Hospital Seri Manjung,Perak,35-39,180
2018,Hospital Seri Manjung,Perak,40-44,124
2018,Hospital Seri Manjung,Perak,45-49,79
2018,Hospital Seri Manjung,Perak,50-54,40
2018,Hospital Seri Manjung,Perak,55-59,21
2018,Hospital Seri Manjung,Perak,60-64,1
2018,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,999
2018,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,301
2018,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,237
2018,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,220
2018,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,173
2018,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,128
2018,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,101
2018,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,41
2018,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,6
2018,Hospital Sultanah Aminah,Johor,17-24,3713
2018,Hospital Sultanah Aminah,Johor,25-29,1556
2018,Hospital Sultanah Aminah,Johor,30-34,1412
2018,Hospital Sultanah Aminah,Johor,35-39,1173
2018,Hospital Sultanah Aminah,Johor,40-44,866
2018,Hospital Sultanah Aminah,Johor,45-49,580
2018,Hospital Sultanah Aminah,Johor,50-54,345
2018,Hospital Sultanah Aminah,Johor,55-59,168
2018,Hospital Sultanah Aminah,Johor,60-64,21
2018,Hospital Sultanah Aminah,Johor,other,41
2018,Hospital Sultanah Bahiyah,Kedah,17-24,9471
2018,Hospital Sultanah Bahiyah,Kedah,25-29,1917
2018,Hospital Sultanah Bahiyah,Kedah,30-34,1794
2018,Hospital Sultanah Bahiyah,Kedah,35-39,1449
2018,Hospital Sultanah Bahiyah,Kedah,40-44,976
2018,Hospital Sultanah Bahiyah,Kedah,45-49,676
2018,Hospital Sultanah Bahiyah,Kedah,50-54,436
2018,Hospital Sultanah Bahiyah,Kedah,55-59,209
2018,Hospital Sultanah Bahiyah,Kedah,60-64,22
2018,Hospital Sultanah Bahiyah,Kedah,other,5
2018,Hospital Sultanah Nora Ismail,Johor,17-24,718
2018,Hospital Sultanah Nora Ismail,Johor,25-29,333
2018,Hospital Sultanah Nora Ismail,Johor,30-34,230
2018,Hospital Sultanah Nora Ismail,Johor,35-39,230
2018,Hospital Sultanah Nora Ismail,Johor,40-44,185
2018,Hospital Sultanah Nora Ismail,Johor,45-49,132
2018,Hospital Sultanah Nora Ismail,Johor,50-54,98
2018,Hospital Sultanah Nora Ismail,Johor,55-59,49
2018,Hospital Sultanah Nora Ismail,Johor,60-64,8
2018,Hospital Sultanah Nora Ismail,Johor,other,4
2018,Hospital Sultanah Nur Zahirah,Terengganu,17-24,4483
2018,Hospital Sultanah Nur Zahirah,Terengganu,25-29,618
2018,Hospital Sultanah Nur Zahirah,Terengganu,30-34,450
2018,Hospital Sultanah Nur Zahirah,Terengganu,35-39,401
2018,Hospital Sultanah Nur Zahirah,Terengganu,40-44,279
2018,Hospital Sultanah Nur Zahirah,Terengganu,45-49,188
2018,Hospital Sultanah Nur Zahirah,Terengganu,50-54,121
2018,Hospital Sultanah Nur Zahirah,Terengganu,55-59,51
2018,Hospital Sultanah Nur Zahirah,Terengganu,60-64,8
2018,Hospital Sultanah Nur Zahirah,Terengganu,other,6
2018,Hospital Taiping,Perak,17-24,1269
2018,Hospital Taiping,Perak,25-29,419
2018,Hospital Taiping,Perak,30-34,370
2018,Hospital Taiping,Perak,35-39,317
2018,Hospital Taiping,Perak,40-44,206
2018,Hospital Taiping,Perak,45-49,164
2018,Hospital Taiping,Perak,50-54,131
2018,Hospital Taiping,Perak,55-59,73
2018,Hospital Taiping,Perak,60-64,8
2018,Hospital Taiping,Perak,other,14
2018,Hospital Tengku Ampuan Afzan,Pahang,17-24,90
2018,Hospital Tengku Ampuan Afzan,Pahang,25-29,15
2018,Hospital Tengku Ampuan Afzan,Pahang,30-34,9
2018,Hospital Tengku Ampuan Afzan,Pahang,35-39,11
2018,Hospital Tengku Ampuan Afzan,Pahang,40-44,4
2018,Hospital Tengku Ampuan Afzan,Pahang,45-49,4
2018,Hospital Tengku Ampuan Afzan,Pahang,50-54,2
2018,Hospital Tengku Ampuan Afzan,Pahang,60-64,1
2018,Hospital Tengku Ampuan Rahimah,Selangor,17-24,3452
2018,Hospital Tengku Ampuan Rahimah,Selangor,25-29,1233
2018,Hospital Tengku Ampuan Rahimah,Selangor,30-34,1034
2018,Hospital Tengku Ampuan Rahimah,Selangor,35-39,925
2018,Hospital Tengku Ampuan Rahimah,Selangor,40-44,607
2018,Hospital Tengku Ampuan Rahimah,Selangor,45-49,456
2018,Hospital Tengku Ampuan Rahimah,Selangor,50-54,231
2018,Hospital Tengku Ampuan Rahimah,Selangor,55-59,87
2018,Hospital Tengku Ampuan Rahimah,Selangor,60-64,4
2018,Hospital Tengku Ampuan Rahimah,Selangor,other,18
2018,Hospital Tuanku Jaafar,Negeri Sembilan,17-24,2493
2018,Hospital Tuanku Jaafar,Negeri Sembilan,25-29,595
2018,Hospital Tuanku Jaafar,Negeri Sembilan,30-34,484
2018,Hospital Tuanku Jaafar,Negeri Sembilan,35-39,459
2018,Hospital Tuanku Jaafar,Negeri Sembilan,40-44,333
2018,Hospital Tuanku Jaafar,Negeri Sembilan,45-49,243
2018,Hospital Tuanku Jaafar,Negeri Sembilan,50-54,153
2018,Hospital Tuanku Jaafar,Negeri Sembilan,55-59,78
2018,Hospital Tuanku Jaafar,Negeri Sembilan,60-64,10
2018,Hospital Tuanku Jaafar,Negeri Sembilan,other,16
2019,Hospital Duchess Of Kent,Sabah,17-24,385
2019,Hospital Duchess Of Kent,Sabah,25-29,366
2019,Hospital Duchess Of Kent,Sabah,30-34,384
2019,Hospital Duchess Of Kent,Sabah,35-39,434
2019,Hospital Duchess Of Kent,Sabah,40-44,366
2019,Hospital Duchess Of Kent,Sabah,45-49,330
2019,Hospital Duchess Of Kent,Sabah,50-54,242
2019,Hospital Duchess Of Kent,Sabah,55-59,160
2019,Hospital Duchess Of Kent,Sabah,60-64,35
2019,Hospital Duchess Of Kent,Sabah,other,2
2019,Hospital Melaka,Melaka,17-24,4222
2019,Hospital Melaka,Melaka,25-29,1105
2019,Hospital Melaka,Melaka,30-34,878
2019,Hospital Melaka,Melaka,35-39,819
2019,Hospital Melaka,Melaka,40-44,496
2019,Hospital Melaka,Melaka,45-49,327
2019,Hospital Melaka,Melaka,50-54,204
2019,Hospital Melaka,Melaka,55-59,127
2019,Hospital Melaka,Melaka,60-64,12
2019,Hospital Melaka,Melaka,other,21
2019,Hospital Pulau Pinang,Pulau Pinang,17-24,1907
2019,Hospital Pulau Pinang,Pulau Pinang,25-29,1041
2019,Hospital Pulau Pinang,Pulau Pinang,30-34,861
2019,Hospital Pulau Pinang,Pulau Pinang,35-39,756
2019,Hospital Pulau Pinang,Pulau Pinang,40-44,607
2019,Hospital Pulau Pinang,Pulau Pinang,45-49,399
2019,Hospital Pulau Pinang,Pulau Pinang,50-54,234
2019,Hospital Pulau Pinang,Pulau Pinang,55-59,115
2019,Hospital Pulau Pinang,Pulau Pinang,60-64,2
2019,Hospital Pulau Pinang,Pulau Pinang,other,1
2019,Hospital Queen Elizabeth Ii,Sabah,17-24,2637
2019,Hospital Queen Elizabeth Ii,Sabah,25-29,1255
2019,Hospital Queen Elizabeth Ii,Sabah,30-34,911
2019,Hospital Queen Elizabeth Ii,Sabah,35-39,877
2019,Hospital Queen Elizabeth Ii,Sabah,40-44,545
2019,Hospital Queen Elizabeth Ii,Sabah,45-49,345
2019,Hospital Queen Elizabeth Ii,Sabah,50-54,430
2019,Hospital Queen Elizabeth Ii,Sabah,55-59,155
2019,Hospital Queen Elizabeth Ii,Sabah,60-64,9
2019,Hospital Queen Elizabeth Ii,Sabah,other,10
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,17-24,2472
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,25-29,464
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,30-34,420
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,35-39,396
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,40-44,318
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,45-49,203
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,50-54,137
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,55-59,67
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,60-64,6
2019,Hospital Raja Perempuan Zainab Ii,Kelantan,other,1
2019,Hospital Raja Permaisuri Bainun,Perak,17-24,4679
2019,Hospital Raja Permaisuri Bainun,Perak,25-29,742
2019,Hospital Raja Permaisuri Bainun,Perak,30-34,702
2019,Hospital Raja Permaisuri Bainun,Perak,35-39,649
2019,Hospital Raja Permaisuri Bainun,Perak,40-44,464
2019,Hospital Raja Permaisuri Bainun,Perak,45-49,312
2019,Hospital Raja Permaisuri Bainun,Perak,50-54,223
2019,Hospital Raja Permaisuri Bainun,Perak,55-59,132
2019,Hospital Raja Permaisuri Bainun,Perak,60-64,5
2019,Hospital Raja Permaisuri Bainun,Perak,other,3
2019,Hospital Seberang Jaya,Pulau Pinang,17-24,2084
2019,Hospital Seberang Jaya,Pulau Pinang,25-29,657
2019,Hospital Seberang Jaya,Pulau Pinang,30-34,571
2019,Hospital Seberang Jaya,Pulau Pinang,35-39,594
2019,Hospital Seberang Jaya,Pulau Pinang,40-44,415
2019,Hospital Seberang Jaya,Pulau Pinang,45-49,294
2019,Hospital Seberang Jaya,Pulau Pinang,50-54,121
2019,Hospital Seberang Jaya,Pulau Pinang,55-59,51
2019,Hospital Seberang Jaya,Pulau Pinang,60-64,2
2019,Hospital Seberang Jaya,Pulau Pinang,other,7
2019,Hospital Seri Manjung,Perak,17-24,709
2019,Hospital Seri Manjung,Perak,25-29,237
2019,Hospital Seri Manjung,Perak,30-34,192
2019,Hospital Seri Manjung,Perak,35-39,178
2019,Hospital Seri Manjung,Perak,40-44,118
2019,Hospital Seri Manjung,Perak,45-49,70
2019,Hospital Seri Manjung,Perak,50-54,41
2019,Hospital Seri Manjung,Perak,55-59,16
2019,Hospital Sultan Haji Ahmad Shah,Pahang,17-24,619
2019,Hospital Sultan Haji Ahmad Shah,Pahang,25-29,274
2019,Hospital Sultan Haji Ahmad Shah,Pahang,30-34,262
2019,Hospital Sultan Haji Ahmad Shah,Pahang,35-39,257
2019,Hospital Sultan Haji Ahmad Shah,Pahang,40-44,153
2019,Hospital Sultan Haji Ahmad Shah,Pahang,45-49,128
2019,Hospital Sultan Haji Ahmad Shah,Pahang,50-54,77
2019,Hospital Sultan Haji Ahmad Shah,Pahang,55-59,55
2019,Hospital Sultan Haji Ahmad Shah,Pahang,60-64,7
